15404

8.7679351	4.7789064	-0.15
8.7679351	4.7789064	-0.15
8.7679351	4.7789064	-0.15
8.7679351	4.7789064	-0.15
8.7679351	4.7789064	-0.15
8.7579351	4.7789064	-0.15
8.7579351	4.7789064	-0.15
8.7579351	4.7789064	-0.15
8.7579351	4.7789064	-0.15
8.7579351	4.7789064	-0.15
8.7579351	4.7789064	-0.15
8.7579351	4.7789064	-0.15
8.7579351	4.7789064	-0.15
8.7579351	4.7789064	-0.15
8.7579351	4.7789064	-0.15
8.7579351	4.7789064	-0.15
8.7579351	4.7789064	-0.15
8.7579351	4.7789064	-0.15
8.7579351	4.7789064	-0.15
8.7579351	4.7789064	-0.15
8.7579351	4.7789064	-0.15
8.7579351	4.7789064	-0.15
8.7479351	4.7789064	-0.15
8.7479351	4.7789064	-0.15
8.7479351	4.7789064	-0.15
8.7479351	4.7789064	-0.15
8.7479351	4.7789064	-0.15
8.7479351	4.7789064	-0.15
8.7479351	4.7789064	-0.15
8.7479351	4.7789064	-0.15
8.7479351	4.7789064	-0.15
8.7479351	4.7789064	-0.15
8.7479351	4.7789064	-0.15
8.7479351	4.7789064	-0.15
8.7479351	4.7789064	-0.15
8.7479351	4.7789064	-0.15
8.7479351	4.7789064	-0.15
8.7479351	4.7789064	-0.15
8.7379351	4.7789064	-0.15
8.7379351	4.7789064	-0.15
8.7379351	4.7789064	-0.15
8.7379351	4.7789064	-0.15
8.7379351	4.7889064	-0.15
8.7379351	4.7889064	-0.15
8.7379351	4.7889064	-0.15
8.7379351	4.7889064	-0.15
8.7379351	4.7889064	-0.15
8.7379351	4.7889064	-0.15
8.7379351	4.7889064	-0.15
8.7379351	4.7889064	-0.15
8.7379351	4.7889064	-0.15
8.7379351	4.7889064	-0.15
8.7379351	4.7889064	-0.15
8.7379351	4.7889064	-0.15
8.7279351	4.7889064	-0.15
8.7279351	4.7889064	-0.15
8.7279351	4.7889064	-0.15
8.7279351	4.7889064	-0.15
8.7279351	4.7889064	-0.15
8.7279351	4.7889064	-0.15
8.7279351	4.7889064	-0.15
8.7279351	4.7889064	-0.15
8.7279351	4.7889064	-0.15
8.7279351	4.7889064	-0.15
8.7279351	4.7889064	-0.15
8.7279351	4.7889064	-0.15
8.7279351	4.7889064	-0.15
8.7279351	4.7889064	-0.15
8.7279351	4.7889064	-0.15
8.7279351	4.7889064	-0.15
8.7279351	4.7889064	-0.15
8.7179351	4.7889064	-0.15
8.7179351	4.7889064	-0.15
8.7179351	4.7889064	-0.15
8.7179351	4.7889064	-0.15
8.7179351	4.7889064	-0.15
8.7179351	4.7889064	-0.15
8.7179351	4.7889064	-0.15
8.7179351	4.7889064	-0.15
8.7179351	4.7889064	-0.15
8.7179351	4.7889064	-0.15
8.7179351	4.7889064	-0.15
8.7179351	4.7889064	-0.15
8.7179351	4.7889064	-0.15
8.7179351	4.7889064	-0.15
8.7179351	4.7889064	-0.15
8.7179351	4.7889064	-0.15
8.7079351	4.7889064	-0.15
8.7079351	4.7889064	-0.15
8.7079351	4.7889064	-0.15
8.7079351	4.7889064	-0.15
8.7079351	4.7889064	-0.15
8.7079351	4.7889064	-0.15
8.7079351	4.7889064	-0.15
8.7079351	4.7889064	-0.15
8.7079351	4.7889064	-0.15
8.7079351	4.7889064	-0.15
8.7079351	4.7889064	-0.15
8.7079351	4.7889064	-0.15
8.7079351	4.7889064	-0.15
8.7079351	4.7889064	-0.15
8.7079351	4.7889064	-0.15
8.7079351	4.7889064	-0.15
8.6979351	4.7889064	-0.15
8.6979351	4.7889064	-0.15
8.6979351	4.7889064	-0.15
8.6979351	4.7889064	-0.15
8.6979351	4.7889064	-0.15
8.6979351	4.7889064	-0.15
8.6979351	4.7889064	-0.15
8.6979351	4.7889064	-0.15
8.6979351	4.7889064	-0.15
8.6979351	4.7889064	-0.15
8.6979351	4.7889064	-0.15
8.6979351	4.7989064	-0.15
