              Y               X               Z     Campo-Total
          0.733           0.018           0.000        -3.46637
         -0.113           0.222           0.000       267.98267
         -0.345           0.719           0.000        -5.53835
          0.549           0.244           0.000        -5.65230
         -0.831           0.641           0.000        -2.42292
          0.978           0.340           0.000        -1.78480
         -0.752           0.165           0.000        -4.95412
          0.257          -0.515           0.000        -4.34298
         -0.369           0.371           0.000       -13.83388
         -0.546          -0.104           0.000        -9.01719
          0.108          -0.931           0.000        -1.55453
          0.391          -0.911           0.000        -1.35283
         -0.930           0.590           0.000        -2.05393
         -0.234           0.562           0.000        -9.22897
         -0.085           0.047           0.000       519.15302
         -0.104           0.070           0.000       571.94093
          0.095           0.714           0.000        -5.88105
          0.235          -0.894           0.000        -1.59438
          0.553          -0.177           0.000        -4.82467
          0.015           0.700           0.000        -6.37544
          0.496           0.770           0.000        -3.16027
         -0.885           0.197           0.000        -3.17324
         -0.609          -0.652           0.000        -2.12832
          0.400          -0.602           0.000        -2.76695
          0.343           0.643           0.000        -5.14461
          0.685          -0.194           0.000        -3.30719
         -0.657          -0.422           0.000        -3.26070
          0.114           0.025           0.000        15.86020
         -0.819          -0.660           0.000        -1.47674
          0.614          -0.597           0.000        -1.96570
          0.369          -0.040           0.000        -9.09612
          0.802          -0.815           0.000        -0.99516
         -0.078           0.120           0.000       641.56222
          0.156           0.095           0.000        19.25233
          0.118           0.116           0.000        49.77388
          0.635          -0.929           0.000        -1.01262
         -0.831          -0.935           0.000        -0.89161
          0.189           0.392           0.000         2.76190
          0.228          -0.813           0.000        -1.95824
          0.925          -0.494           0.000        -1.30332
          0.182           0.251           0.000        19.76635
         -0.880          -0.825           0.000        -1.00527
         -0.840           0.751           0.000        -2.00390
          0.427          -0.504           0.000        -3.36976
         -0.624          -0.779           0.000        -1.56793
          0.390          -0.903           0.000        -1.37841
          0.185           0.838           0.000        -4.11960
         -0.478           0.464           0.000        -8.54739
          0.661          -0.779           0.000        -1.29155
         -0.613           0.863           0.000        -2.51476
         -0.902           0.857           0.000        -1.49848
          0.574          -0.472           0.000        -2.71805
          0.498           0.238           0.000        -6.29795
          0.300           0.391           0.000        -4.56399
         -0.414          -0.351           0.000        -7.01750
          0.597           0.729           0.000        -2.82909
         -0.905          -0.228           0.000        -2.39676
         -0.712          -0.020           0.000        -5.38544
          0.036          -0.232           0.000       -16.01648
         -0.146          -0.564           0.000        -4.69889
         -0.332           0.853           0.000        -3.86801
          0.453          -0.886           0.000        -1.34414
         -0.802           0.143           0.000        -4.17737
         -0.832           0.141           0.000        -3.78208
         -0.197           0.940           0.000        -3.37241
          0.071          -0.000           0.000        28.00426
         -0.505           0.132           0.000       -13.25535
         -0.798          -0.956           0.000        -0.89452
         -0.500           0.602           0.000        -5.76697
          0.271           0.583           0.000        -5.90955
         -0.514           0.508           0.000        -7.01081
          0.364          -0.129           0.000        -8.71423
         -0.685           0.103           0.000        -6.34763
          0.346          -0.318           0.000        -6.33693
         -0.064          -0.212           0.000       -19.56815
          0.737           0.111           0.000        -3.51134
          0.606          -0.928           0.000        -1.04793
          0.186           0.081           0.000         6.03112
          0.754           0.671           0.000        -2.23605
          0.522           0.483           0.000        -4.81803
         -0.451           0.260           0.000       -14.40072
         -0.485          -0.698           0.000        -2.27109
          0.376           0.834           0.000        -3.33266
         -0.716          -0.828           0.000        -1.25539
         -0.879           0.374           0.000        -2.93611
         -0.026           0.401           0.000        13.22242
          0.721           0.296           0.000        -3.53791
          0.960          -0.722           0.000        -0.90282
          0.777          -0.768           0.000        -1.11279
          0.501          -0.842           0.000        -1.39936
         -0.881           0.590           0.000        -2.31397
          0.828          -0.557           0.000        -1.43240
         -0.685          -0.462           0.000        -2.81271
          0.762           0.788           0.000        -1.85461
         -0.860          -0.519           0.000        -1.74538
         -0.409          -0.363           0.000        -6.84032
         -0.552          -0.099           0.000        -8.91153
          0.960           0.967           0.000        -1.00819
          0.729          -0.640           0.000        -1.49150
          0.798           0.822           0.000        -1.64723
          0.359          -0.081           0.000        -9.21597
         -0.983           0.992           0.000        -1.06189
         -0.484          -0.483           0.000        -4.05505
         -0.083          -0.009           0.000       213.28394
         -0.719          -0.582           0.000        -2.04415
          0.647           0.151           0.000        -4.52685
         -0.225           0.333           0.000        -5.47429
         -0.666          -0.702           0.000        -1.74257
          0.903          -0.421           0.000        -1.49183
          0.292           0.426           0.000        -4.91690
         -0.202           0.999           0.000        -2.85654
          0.702          -0.283           0.000        -2.81647
          0.881           0.417           0.000        -2.17192
          0.277           0.591           0.000        -5.86159
          0.978          -0.471           0.000        -1.21177
         -0.879           0.290           0.000        -3.11191
          0.120          -0.649           0.000        -3.34445
          0.787          -0.452           0.000        -1.81814
         -0.201          -0.892           0.000        -1.72673
          0.223           0.308           0.000         5.55100
         -0.452          -0.286           0.000        -7.82746
          0.352          -0.891           0.000        -1.46664
          0.613           0.745           0.000        -2.66446
         -0.005           0.848           0.000        -4.48389
          0.908           0.061           0.000        -2.19093
          0.492           0.227           0.000        -6.41179
         -0.178           0.348           0.000         2.89057
          0.499          -0.356           0.000        -4.04989
          0.937           0.513           0.000        -1.76284
          0.042          -0.361           0.000        -9.71556
          0.699           0.103           0.000        -3.90717
          0.522           0.152           0.000        -6.27638
         -0.380           0.441           0.000       -11.31205
          0.562          -0.804           0.000        -1.40652
         -0.283          -0.270           0.000       -12.73588
          0.508           0.983           0.000        -1.99942
         -0.013           0.602           0.000        -7.10447
         -0.798          -0.126           0.000        -3.64584
          0.299          -0.766           0.000        -2.07895
          0.298          -0.549           0.000        -3.71188
         -0.129           0.732           0.000        -6.18141
          0.539          -0.569           0.000        -2.37452
          0.646          -0.905           0.000        -1.04446
         -0.737           0.352           0.000        -4.62114
          0.817           0.037           0.000        -2.77012
          0.044          -0.958           0.000        -1.48128
         -0.620          -0.414           0.000        -3.62136
          0.478           0.310           0.000        -6.16099
         -0.013          -0.184           0.000       -20.16229
         -0.222          -0.431           0.000        -7.26751
         -0.374          -0.612           0.000        -3.31365
          0.419           0.884           0.000        -2.80280
         -0.699          -0.542           0.000        -2.30897
         -0.240           0.455           0.000       -11.00954
          0.348           0.104           0.000        -7.73272
          0.850          -0.724           0.000        -1.06905
          0.801          -0.963           0.000        -0.78476
          0.942          -0.826           0.000        -0.80242
          0.961          -0.165           0.000        -1.70538
         -0.824          -0.925           0.000        -0.91482
          0.358           0.003           0.000        -9.14712
         -0.014           0.220           0.000       262.04724
         -0.344           0.610           0.000        -7.52405
          0.852           0.239           0.000        -2.54472
         -0.180          -0.594           0.000        -4.17141
         -0.561           0.403           0.000        -7.62487
          0.756           0.301           0.000        -3.21548
          0.499          -0.779           0.000        -1.60457
          0.744          -0.092           0.000        -3.13154
          0.476          -0.061           0.000        -6.81977
          0.879          -0.031           0.000        -2.27811
          0.557          -0.655           0.000        -1.92206
          0.094           0.457           0.000         1.09453
          0.606           0.485           0.000        -4.01044
          0.533          -0.301           0.000        -4.15613
          0.214           0.518           0.000        -5.34665
         -0.172           0.150           0.000       418.87440
          0.409          -0.562           0.000        -3.01758
          0.482          -0.285           0.000        -4.87740
          0.244          -0.634           0.000        -3.12855
         -0.942          -0.413           0.000        -1.72566
         -0.800           0.157           0.000        -4.20816
         -0.793          -0.420           0.000        -2.39025
          0.069          -0.745           0.000        -2.58805
         -0.560           0.750           0.000        -3.56805
          0.475          -0.115           0.000        -6.49311
