              Y               X               Z     Campo-Total
          3.140           2.675           0.000         6.09420
          2.433          -1.516           0.000       -25.85557
         -3.738          -3.625           0.000         4.56558
          3.581          -0.452           0.000       -13.78939
         -1.900          -0.500           0.000        -3.70295
         -1.762          -0.287           0.000       -10.48124
         -2.180           0.184           0.000       -12.71353
          1.100          -2.189           0.000       -11.78830
          0.102           2.039           0.000        46.04595
          1.008          -1.856           0.000       -22.36255
          0.568          -1.230           0.000       -56.16026
         -2.343           0.462           0.000       -11.84791
         -2.513          -1.770           0.000        10.08611
         -0.272          -2.045           0.000        20.42195
         -2.864          -2.322           0.000         8.54455
          1.261           2.331           0.000        28.28025
          2.107          -1.605           0.000       -29.11885
         -2.647           2.117           0.000        -1.80967
          2.350           2.555           0.000        11.99616
         -3.935           3.840           0.000        -0.25225
          3.222          -3.795           0.000        -2.63462
         -2.666           3.297           0.000         1.71806
          1.212           2.772           0.000        24.49995
          1.709           2.170           0.000        20.52866
         -0.813          -0.109           0.000       -52.92604
         -0.127          -2.465           0.000        16.69440
          1.568           1.058           0.000        -1.00296
         -1.440           2.947           0.000        10.39598
          0.466          -2.313           0.000         3.72706
         -2.273          -0.136           0.000        -8.57976
         -3.767          -2.074           0.000         3.60720
         -2.800          -2.784           0.000         8.92112
         -3.937           3.459           0.000        -0.66687
         -1.464           2.783           0.000        10.45075
          0.252          -0.943           0.000       -66.77197
         -0.101           3.917           0.000        13.84893
          1.244          -0.749           0.000      -106.05452
         -3.270           2.573           0.000        -1.54139
         -2.058           2.357           0.000         3.01406
         -3.020          -2.396           0.000         7.61802
         -1.242           1.429           0.000         6.69541
         -0.734          -0.187           0.000       -47.48745
          2.190           0.868           0.000       -12.46995
         -1.162          -1.517           0.000        26.46533
         -2.588           1.611           0.000        -4.68146
         -1.521          -0.754           0.000         4.94732
         -0.368           1.164           0.000        46.91245
         -0.712          -1.282           0.000        28.06307
          3.435          -3.854           0.000        -2.55688
         -1.535          -0.763           0.000         5.14521
          1.472          -1.787           0.000       -28.96583
          2.035           1.009           0.000        -7.43317
         -1.159           2.995           0.000        13.48145
         -0.995           1.801           0.000        19.88660
          3.621           3.659           0.000         4.66418
          3.836          -2.479           0.000        -6.77909
          2.089           2.295           0.000        14.72920
          1.644          -2.398           0.000       -11.58568
         -0.419           3.273           0.000        18.62569
         -1.291          -0.966           0.000        15.04488
          2.733           3.596           0.000         8.14829
          0.531           2.699           0.000        31.11100
          3.431          -3.554           0.000        -3.40740
         -3.932           3.993           0.000        -0.11055
         -3.517           3.628           0.000         0.03020
         -0.570          -2.892           0.000        17.92138
          0.871           3.506           0.000        18.25407
         -0.265          -2.379           0.000        19.14766
          2.183           3.214           0.000        12.38410
          0.991           2.954           0.000        24.30010
          2.071          -2.940           0.000        -5.73018
          2.196          -3.650           0.000        -1.66809
          2.615           0.493           0.000       -18.67453
         -0.893           0.922           0.000        -1.82918
         -0.638           2.652           0.000        23.59857
          1.697          -3.512           0.000        -0.43346
          1.195           2.544           0.000        27.24703
          2.610           1.420           0.000         0.54429
         -1.390          -0.694           0.000         3.31138
         -2.921          -1.425           0.000         5.06456
         -0.203           2.560           0.000        31.19041
          0.887           1.907           0.000        40.06378
          2.609          -0.405           0.000       -31.92774
         -1.132           1.882           0.000        16.19771
         -0.503           1.448           0.000        39.36954
         -2.578          -2.441           0.000        10.65819
         -1.075          -3.202           0.000        15.81695
         -1.881          -1.085           0.000        10.22976
         -1.466           0.570           0.000       -22.82990
          0.875           3.196           0.000        21.85216
         -0.570           3.415           0.000        16.05855
          1.278           3.984           0.000        12.89562
         -1.877           2.208           0.000         4.13500
          2.843          -2.725           0.000        -7.88089
          0.882          -3.832           0.000         4.66884
          3.800          -0.898           0.000       -11.83853
          2.761           0.543           0.000       -15.64550
          2.321          -2.373           0.000       -12.45716
          1.879          -1.120           0.000       -49.67839
         -2.689          -0.012           0.000        -7.17371
          3.734          -1.782           0.000       -10.01264
         -0.859          -1.303           0.000        28.03816
          2.832          -3.107           0.000        -5.35306
          2.826          -0.854           0.000       -25.71485
          3.471           1.030           0.000        -4.79363
         -0.528          -1.045           0.000        23.79615
          3.617           3.067           0.000         4.48047
         -1.427          -3.579           0.000        12.48253
          1.018          -0.473           0.000      -158.84285
         -3.958          -0.311           0.000        -2.44455
         -3.962          -3.800           0.000         3.95249
         -1.607           1.214           0.000        -5.32586
         -1.413          -1.809           0.000        23.72173
          2.235          -2.449           0.000       -11.54267
          3.083           2.370           0.000         5.61751
         -2.210          -2.986           0.000        12.11750
         -1.114          -0.455           0.000       -10.72503
         -2.129          -1.638           0.000        13.53840
          0.234           3.713           0.000        16.49681
          1.233          -1.954           0.000       -21.18085
          3.503          -2.149           0.000        -9.52192
          0.105          -0.012           0.000      -262.35148
         -2.346          -3.421           0.000         9.89271
         -0.133          -2.636           0.000        16.12663
          3.570           3.622           0.000         4.82717
          3.887           1.541           0.000        -1.03192
         -0.566          -3.286           0.000        14.69519
          2.592          -3.699           0.000        -2.32656
          3.469           2.213           0.000         3.13598
         -0.673           0.719           0.000        -6.70111
         -2.878           1.368           0.000        -6.02613
         -3.505          -3.672           0.000         5.16624
          0.059           1.363           0.000        63.94843
          2.067           2.652           0.000        15.03355
          3.641          -1.508           0.000       -11.72702
         -0.942          -2.024           0.000        26.61515
         -3.302          -1.277           0.000         2.46939
         -0.509          -2.259           0.000        22.93081
          2.834          -0.902           0.000       -25.30462
         -3.890          -0.048           0.000        -3.31372
         -3.014           3.068           0.000         0.19392
          0.228           2.307           0.000        39.91237
         -1.848          -1.833           0.000        17.94052
          2.726           3.364           0.000         8.55499
          2.420          -3.588           0.000        -2.44999
          1.664          -3.217           0.000        -1.84968
          0.601           2.753           0.000        29.83194
         -3.583          -2.072           0.000         4.27405
         -1.026          -0.366           0.000       -19.10014
          3.364           3.864           0.000         5.36821
          1.923          -0.441           0.000       -62.54584
         -1.822           0.554           0.000       -17.44775
          3.837           0.483           0.000        -7.46319
         -2.450          -3.318           0.000         9.74120
          2.943          -2.644           0.000        -8.30422
          1.940          -3.491           0.000        -1.54206
          2.378           3.348           0.000        10.64799
         -3.212           2.824           0.000        -0.80381
          1.175           3.364           0.000        18.43705
         -1.274           2.413           0.000        13.86687
         -3.364          -2.209           0.000         5.50243
          3.558           0.333           0.000       -10.22104
          0.187           0.778           0.000        87.29696
          1.152           2.947           0.000        23.08132
          3.464          -2.412           0.000        -8.27008
          1.093          -0.806           0.000      -112.40194
          2.329          -0.730           0.000       -40.77442
         -3.908           3.263           0.000        -0.89898
         -0.618          -3.043           0.000        16.80269
         -1.536           1.636           0.000         3.86934
         -2.489          -1.847           0.000        10.61736
          2.222          -2.497           0.000       -10.91047
         -2.711          -2.046           0.000         9.24901
          1.598          -3.948           0.000         1.30440
          0.980          -2.709           0.000        -0.42843
          0.198           2.726           0.000        30.76792
          2.865           0.726           0.000       -11.30246
          3.760          -1.499           0.000       -10.88497
         -0.620          -0.273           0.000       -43.48335
         -2.489           3.738           0.000         2.74728
         -3.324          -3.966           0.000         5.35509
          2.679           0.836           0.000       -10.51920
         -0.224           3.572           0.000        16.57716
         -1.720          -1.358           0.000        16.63327
         -1.350           1.251           0.000        -0.56049
         -3.518          -1.434           0.000         2.49523
          1.989          -1.448           0.000       -35.66816
         -0.771           2.845           0.000        19.55621
         -0.422          -0.688           0.000        14.99357
          0.656           1.887           0.000        45.68613
          3.560          -3.777           0.000        -2.77548
          3.966          -3.920           0.000        -2.44043
          0.401           1.823           0.000        51.14406
         -2.281           2.041           0.000        -0.51269
         -2.437           2.408           0.000         0.50907
          3.362           2.958           0.000         5.39248
         -1.030          -2.035           0.000        26.23342
          3.744          -1.989           0.000        -9.11391
         -3.307          -0.592           0.000        -1.63304
         -0.543          -2.588           0.000        20.44589
         -0.720           2.172           0.000        27.22973
         -1.407          -3.848           0.000        10.96826
         -3.327           0.189           0.000        -5.42327
          3.385           1.427           0.000        -1.39459
          2.016           2.857           0.000        15.04446
          3.454           0.880           0.000        -6.20741
          3.652           2.794           0.000         4.00626
          1.342          -2.675           0.000        -4.82724
         -0.541          -3.499           0.000        13.09534
         -0.838          -3.573           0.000        13.06094
         -0.108          -2.980           0.000        14.13623
         -2.361           1.610           0.000        -4.19469
          3.172           0.007           0.000       -16.94010
         -0.155          -1.044           0.000         1.91036
          1.585          -0.142           0.000       -85.48809
         -0.211          -2.869           0.000        15.70678
         -1.824           0.871           0.000       -13.02484
         -3.144           2.348           0.000        -2.02299
         -3.535          -1.941           0.000         4.15054
         -2.296           1.040           0.000        -9.28756
          0.103          -0.751           0.000       -81.29218
          1.007           3.862           0.000        14.54637
          0.461          -3.700           0.000         7.28675
         -2.075           0.266           0.000       -14.45974
          3.013           0.875           0.000        -8.05984
          1.916           2.645           0.000        16.81813
         -2.380          -0.758           0.000         1.09216
         -0.325           3.174           0.000        20.49180
          3.178           2.291           0.000         4.78782
          1.733          -3.653           0.000        -0.04833
          3.911           1.125           0.000        -3.34098
         -2.174           1.436           0.000        -5.25308
         -1.154           3.133           0.000        12.82637
          3.687          -3.846           0.000        -2.61346
          1.146          -0.767           0.000      -112.53491
         -1.165           1.354           0.000         7.09337
         -3.438          -1.686           0.000         3.76103
         -0.564          -0.735           0.000        18.03871
          1.359          -2.011           0.000       -20.13450
          1.136          -3.596           0.000         2.95350
          2.952           0.946           0.000        -7.24604
         -3.663           2.352           0.000        -2.42431
         -1.222           3.810           0.000         9.09943
         -2.888           1.282           0.000        -6.40141
          0.749          -0.383           0.000      -233.37603
          2.914          -2.087           0.000       -13.19673
         -0.927           1.209           0.000        11.40991
         -0.672           3.467           0.000        14.86326
         -0.164          -2.226           0.000        17.90829
          1.264           3.144           0.000        20.06309
          0.464          -2.925           0.000         7.79541
         -3.846           0.153           0.000        -3.89936
          2.722          -1.383           0.000       -23.09477
         -3.060          -1.530           0.000         4.87340
          1.151          -3.522           0.000         2.69617
         -3.363           0.962           0.000        -5.94855
          1.747          -0.170           0.000       -72.39448
         -0.550           3.319           0.000        17.12933
          0.642          -2.025           0.000        -7.10973
          0.488           1.423           0.000        56.78523
         -1.314           3.253           0.000        10.69399
         -1.659          -0.005           0.000       -19.20269
          0.516          -0.653           0.000      -181.83222
          3.487          -2.287           0.000        -8.85385
          2.763          -2.982           0.000        -6.12744
         -0.809           2.756           0.000        19.86598
          3.922           0.599           0.000        -6.39791
         -0.087           1.257           0.000        63.06792
         -1.438          -1.544           0.000        22.71600
          3.156          -3.193           0.000        -4.84084
          0.298          -2.047           0.000         4.08654
         -3.961           3.317           0.000        -0.86750
          1.310          -3.381           0.000         1.18436
         -2.127          -3.482           0.000        10.60930
         -3.101           3.351           0.000         0.46081
          1.138           2.908           0.000        23.65777
         -0.298           2.527           0.000        30.56841
          0.593          -3.200           0.000         6.69614
          0.415          -1.306           0.000       -37.89236
         -0.554          -3.500           0.000        13.12328
         -0.963           0.658           0.000       -23.94458
         -1.719           2.022           0.000         4.98750
          1.672           3.361           0.000        15.34603
         -0.725           2.076           0.000        27.89499
         -1.700           0.536           0.000       -19.47507
         -3.481          -2.186           0.000         4.93109
          0.188          -3.712           0.000         8.83499
         -0.085           1.255           0.000        63.19186
          3.335           2.472           0.000         4.60595
          1.608          -3.444           0.000        -0.29794
          2.010           2.910           0.000        14.92661
          0.987           2.252           0.000        33.97186
          2.201          -2.883           0.000        -6.54788
         -2.157           1.910           0.000        -0.60819
         -2.516           0.107           0.000        -9.09226
          1.263          -3.470           0.000         1.81559
          0.693          -2.387           0.000        -0.12967
         -0.592          -0.793           0.000        19.58158
          0.602           1.750           0.000        49.08858
         -2.174          -1.187           0.000         8.70589
          1.718          -3.126           0.000        -2.76696
         -2.547          -3.015           0.000        10.02684
          0.704          -1.997           0.000        -9.73285
         -3.191          -2.690           0.000         6.82545
          0.877           0.557           0.000       -41.77536
         -3.877           3.841           0.000        -0.19337
          0.431          -2.056           0.000         0.04889
         -3.696          -2.117           0.000         3.94158
          2.297           1.386           0.000         1.94717
         -3.989           3.201           0.000        -1.04459
          3.050           2.011           0.000         4.10282
         -3.907          -1.663           0.000         2.18154
         -1.482           3.369           0.000         8.85407
         -0.394           0.437           0.000       -25.05254
         -3.725           2.707           0.000        -1.69176
         -0.968           1.127           0.000         6.24652
         -0.155           3.308           0.000        19.89628
          0.109           2.760           0.000        29.80550
          3.582           0.811           0.000        -6.33079
         -0.602          -2.171           0.000        24.45497
         -0.580          -1.685           0.000        27.12074
         -1.310          -0.618           0.000         0.00725
         -3.897          -0.045           0.000        -3.30839
          2.225          -1.875           0.000       -21.46831
         -3.219          -0.532           0.000        -2.03370
         -1.312          -2.924           0.000        17.49004
         -3.502           3.297           0.000        -0.39367
         -2.268           2.108           0.000        -0.00141
         -1.764           0.743           0.000       -15.57427
          2.896           0.656           0.000       -12.22562
          2.039           1.601           0.000         9.22886
          2.039           3.242           0.000        13.34611
