# lon lat x-norte(m) y-leste(m) z(m) topo(m) mag(nT)
-51.53305 -15.52373 8474.49153 29660.72034 -453.34961 303.34961 -115.60700
-51.52542 -15.52373 8474.49153 30508.16949 -452.41647 302.41647 -117.90157
-51.51780 -15.52373 8474.49153 31355.61864 -451.48333 301.48333 -100.32690
-51.51017 -15.52373 8474.49153 32203.06780 -450.58964 300.58964 -72.22582
-51.50254 -15.52373 8474.49153 33050.51695 -449.89480 299.89480 -57.17142
-51.49492 -15.52373 8474.49153 33897.96610 -449.38807 299.38807 -72.68116
-51.48729 -15.52373 8474.49153 34745.41525 -449.07656 299.07656 -146.15330
-51.47966 -15.52373 8474.49153 35592.86441 -448.92801 298.92801 -131.54984
-51.47203 -15.52373 8474.49153 36440.31356 -448.78627 298.78627 -52.22266
-51.46441 -15.52373 8474.49153 37287.76271 -448.64453 298.64453 34.08580
-51.45678 -15.52373 8474.49153 38135.21186 -448.50279 298.50279 66.73171
-51.44915 -15.52373 8474.49153 38982.66102 -448.36104 298.36104 108.46092
-51.44153 -15.52373 8474.49153 39830.11017 -448.21930 298.21930 122.76551
-51.43390 -15.52373 8474.49153 40677.55932 -448.07756 298.07756 104.79450
-51.42627 -15.52373 8474.49153 41525.00847 -447.94448 297.94448 41.45263
-51.41864 -15.52373 8474.49153 42372.45763 -447.84615 297.84615 -68.04793
-51.41102 -15.52373 8474.49153 43219.90678 -447.77987 297.77987 -148.70657
-51.40339 -15.52373 8474.49153 44067.35593 -447.74741 297.74741 -275.47942
-51.39576 -15.52373 8474.49153 44914.80508 -447.74057 297.74057 -444.64109
-51.38814 -15.52373 8474.49153 45762.25424 -447.73424 297.73424 -404.49920
-51.38051 -15.52373 8474.49153 46609.70339 -447.72791 297.72791 -156.35736
-51.37288 -15.52373 8474.49153 47457.15254 -447.72159 297.72159 -116.34551
-51.36525 -15.52373 8474.49153 48304.60169 -447.71526 297.71526 -88.07425
-51.35763 -15.52373 8474.49153 49152.05085 -447.70893 297.70893 -80.37906
-51.35000 -15.52373 8474.49153 49999.50000 -447.70260 297.70260 -82.99845
-51.80000 -15.51864 9039.45763 0.00000 -431.28355 281.28355 -101.99288
-51.79237 -15.51864 9039.45763 847.44915 -430.19485 280.19485 -107.22243
-51.78475 -15.51864 9039.45763 1694.89831 -429.10615 279.10615 -114.67234
-51.77712 -15.51864 9039.45763 2542.34746 -428.01745 278.01745 -129.92374
-51.76949 -15.51864 9039.45763 3389.79661 -426.92875 276.92875 -138.71826
-51.76186 -15.51864 9039.45763 4237.24576 -425.84322 275.84322 -147.86214
-51.75424 -15.51864 9039.45763 5084.69492 -425.14402 275.14402 -164.26788
-51.74661 -15.51864 9039.45763 5932.14407 -425.00562 275.00562 -153.71892
-51.73898 -15.51864 9039.45763 6779.59322 -425.41972 275.41972 -152.85523
-51.73136 -15.51864 9039.45763 7627.04237 -426.27568 276.27568 -168.35448
-51.72373 -15.51864 9039.45763 8474.49153 -427.14670 277.14670 -169.34967
-51.71610 -15.51864 9039.45763 9321.94068 -428.01772 278.01772 -145.47442
-51.70847 -15.51864 9039.45763 10169.38983 -428.88875 278.88875 -118.65669
-51.70085 -15.51864 9039.45763 11016.83898 -429.75977 279.75977 -60.34821
-51.69322 -15.51864 9039.45763 11864.28814 -430.63079 280.63079 97.35079
-51.68559 -15.51864 9039.45763 12711.73729 -431.50181 281.50181 146.75565
-51.67797 -15.51864 9039.45763 13559.18644 -432.38184 282.38184 -4.42126
-51.67034 -15.51864 9039.45763 14406.63559 -433.62765 283.62765 -265.28124
-51.66271 -15.51864 9039.45763 15254.08475 -435.34975 285.34975 -97.12513
-51.65508 -15.51864 9039.45763 16101.53390 -437.55061 287.55061 144.25876
-51.64746 -15.51864 9039.45763 16948.98305 -440.09755 290.09755 142.71453
-51.63983 -15.51864 9039.45763 17796.43220 -442.64943 292.64943 30.18320
-51.63220 -15.51864 9039.45763 18643.88136 -445.20132 295.20132 -194.92311
-51.62458 -15.51864 9039.45763 19491.33051 -447.75320 297.75320 -764.20895
-51.61695 -15.51864 9039.45763 20338.77966 -450.30508 300.30508 -926.65660
-51.60932 -15.51864 9039.45763 21186.22881 -452.85696 302.85696 -691.47097
-51.60169 -15.51864 9039.45763 22033.67797 -455.40885 305.40885 -467.16489
-51.59407 -15.51864 9039.45763 22881.12712 -457.92300 307.92300 -346.18110
-51.58644 -15.51864 9039.45763 23728.57627 -459.58431 309.58431 -269.69709
-51.57881 -15.51864 9039.45763 24576.02542 -460.21582 310.21582 -203.44908
-51.57119 -15.51864 9039.45763 25423.47458 -459.79186 309.79186 -115.42449
-51.56356 -15.51864 9039.45763 26270.92373 -458.68030 308.68030 17.52829
-51.55593 -15.51864 9039.45763 27118.37288 -457.56637 307.56637 127.00025
-51.54831 -15.51864 9039.45763 27965.82203 -456.45243 306.45243 132.02033
-51.54068 -15.51864 9039.45763 28813.27119 -455.33849 305.33849 -41.90582
-51.53305 -15.51864 9039.45763 29660.72034 -454.22456 304.22456 -111.80080
-51.52542 -15.51864 9039.45763 30508.16949 -453.11062 303.11062 -138.47760
-51.51780 -15.51864 9039.45763 31355.61864 -451.99668 301.99668 -117.71834
-51.51017 -15.51864 9039.45763 32203.06780 -450.89926 300.89926 -76.16292
-51.50254 -15.51864 9039.45763 33050.51695 -450.02875 300.02875 -51.42303
-51.49492 -15.51864 9039.45763 33897.96610 -449.41268 299.41268 -48.99402
-51.48729 -15.51864 9039.45763 34745.41525 -449.06260 299.06260 -114.72791
-51.47966 -15.51864 9039.45763 35592.86441 -448.86167 298.86167 -132.48712
-51.47203 -15.51864 9039.45763 36440.31356 -448.66073 298.66073 -101.69726
-51.46441 -15.51864 9039.45763 37287.76271 -448.45979 298.45979 -48.31504
-51.45678 -15.51864 9039.45763 38135.21186 -448.25886 298.25886 -9.06473
-51.44915 -15.51864 9039.45763 38982.66102 -448.05792 298.05792 53.08190
-51.44153 -15.51864 9039.45763 39830.11017 -447.85698 297.85698 94.50046
-51.43390 -15.51864 9039.45763 40677.55932 -447.65605 297.65605 105.01208
-51.42627 -15.51864 9039.45763 41525.00847 -447.46281 297.46281 61.65926
-51.41864 -15.51864 9039.45763 42372.45763 -447.34220 297.34220 -42.93324
-51.41102 -15.51864 9039.45763 43219.90678 -447.29844 297.29844 -114.96215
-51.40339 -15.51864 9039.45763 44067.35593 -447.33617 297.33617 -247.08804
-51.39576 -15.51864 9039.45763 44914.80508 -447.41250 297.41250 -454.93625
-51.38814 -15.51864 9039.45763 45762.25424 -447.48884 297.48884 -459.19031
-51.38051 -15.51864 9039.45763 46609.70339 -447.56517 297.56517 -247.89871
-51.37288 -15.51864 9039.45763 47457.15254 -447.64151 297.64151 -240.07259
-51.36525 -15.51864 9039.45763 48304.60169 -447.71784 297.71784 -197.36618
-51.35763 -15.51864 9039.45763 49152.05085 -447.79418 297.79418 -156.31288
-51.35000 -15.51864 9039.45763 49999.50000 -447.87051 297.87051 -121.59435
-51.80000 -15.51356 9604.42373 0.00000 -431.02497 281.02497 -106.57125
-51.79237 -15.51356 9604.42373 847.44915 -429.94990 279.94990 -103.55342
-51.78475 -15.51356 9604.42373 1694.89831 -428.86259 278.86259 -108.36322
-51.77712 -15.51356 9604.42373 2542.34746 -427.76407 277.76407 -118.36889
-51.76949 -15.51356 9604.42373 3389.79661 -426.67132 276.67132 -130.26109
-51.76186 -15.51356 9604.42373 4237.24576 -425.58757 275.58757 -140.86253
-51.75424 -15.51356 9604.42373 5084.69492 -424.73118 274.73118 -145.37436
-51.74661 -15.51356 9604.42373 5932.14407 -424.53248 274.53248 -131.99050
-51.73898 -15.51356 9604.42373 6779.59322 -424.99504 274.99504 -122.66075
-51.73136 -15.51356 9604.42373 7627.04237 -425.75195 275.75195 -118.17675
-51.72373 -15.51356 9604.42373 8474.49153 -426.52140 276.52140 -105.96873
-51.71610 -15.51356 9604.42373 9321.94068 -427.31166 277.31166 -82.05212
-51.70847 -15.51356 9604.42373 10169.38983 -428.08758 278.08758 -51.84198
-51.70085 -15.51356 9604.42373 11016.83898 -428.83411 278.83411 34.30231
-51.69322 -15.51356 9604.42373 11864.28814 -429.55491 279.55491 242.84142
-51.68559 -15.51356 9604.42373 12711.73729 -430.29338 280.29338 463.06576
-51.67797 -15.51356 9604.42373 13559.18644 -431.05028 281.05028 548.86908
-51.67034 -15.51356 9604.42373 14406.63559 -432.12214 282.12214 399.63882
-51.66271 -15.51356 9604.42373 15254.08475 -433.95619 283.95619 117.55609
-51.65508 -15.51356 9604.42373 16101.53390 -436.54996 286.54996 154.01894
-51.64746 -15.51356 9604.42373 16948.98305 -439.42716 289.42716 74.92189
-51.63983 -15.51356 9604.42373 17796.43220 -442.30509 292.30509 -19.72426
-51.63220 -15.51356 9604.42373 18643.88136 -445.16304 295.16304 -126.78868
-51.62458 -15.51356 9604.42373 19491.33051 -448.00973 298.00973 -465.23337
-51.61695 -15.51356 9604.42373 20338.77966 -450.87966 300.87966 -681.84272
-51.60932 -15.51356 9604.42373 21186.22881 -453.79165 303.79165 -611.21862
-51.60169 -15.51356 9604.42373 22033.67797 -456.69033 306.69033 -483.51165
-51.59407 -15.51356 9604.42373 22881.12712 -459.56753 309.56753 -375.75309
-51.58644 -15.51356 9604.42373 23728.57627 -461.72997 311.72997 -287.70085
-51.57881 -15.51356 9604.42373 24576.02542 -462.39460 312.39460 -220.37869
-51.57119 -15.51356 9604.42373 25423.47458 -461.57317 311.57317 -121.87374
-51.56356 -15.51356 9604.42373 26270.92373 -460.27843 310.27843 -40.81067
-51.55593 -15.51356 9604.42373 27118.37288 -458.94087 308.94087 59.32530
-51.54831 -15.51356 9604.42373 27965.82203 -457.58495 307.58495 144.70980
-51.54068 -15.51356 9604.42373 28813.27119 -456.28171 306.28171 61.02141
-51.53305 -15.51356 9604.42373 29660.72034 -455.02804 305.02804 -117.90830
-51.52542 -15.51356 9604.42373 30508.16949 -453.78996 303.78996 -166.67253
-51.51780 -15.51356 9604.42373 31355.61864 -452.51004 302.51004 -141.12495
-51.51017 -15.51356 9604.42373 32203.06780 -451.21531 301.21531 -93.86754
-51.50254 -15.51356 9604.42373 33050.51695 -450.12816 300.12816 -69.65444
-51.49492 -15.51356 9604.42373 33897.96610 -449.41030 299.41030 -86.11538
-51.48729 -15.51356 9604.42373 34745.41525 -449.05545 299.05545 -140.41946
-51.47966 -15.51356 9604.42373 35592.86441 -448.79532 298.79532 -188.41989
-51.47203 -15.51356 9604.42373 36440.31356 -448.52579 298.52579 -167.78959
-51.46441 -15.51356 9604.42373 37287.76271 -448.25619 298.25619 -90.64059
-51.45678 -15.51356 9604.42373 38135.21186 -447.99757 297.99757 -75.61285
-51.44915 -15.51356 9604.42373 38982.66102 -447.74601 297.74601 -1.53636
-51.44153 -15.51356 9604.42373 39830.11017 -447.49355 297.49355 62.86626
-51.43390 -15.51356 9604.42373 40677.55932 -447.23453 297.23453 94.68882
-51.42627 -15.51356 9604.42373 41525.00847 -446.97488 296.97488 81.73014
-51.41864 -15.51356 9604.42373 42372.45763 -446.81142 296.81142 29.07842
-51.41102 -15.51356 9604.42373 43219.90678 -446.79647 296.79647 -9.20972
-51.40339 -15.51356 9604.42373 44067.35593 -446.92544 296.92544 -138.69945
-51.39576 -15.51356 9604.42373 44914.80508 -447.08444 297.08444 -219.33955
-51.38814 -15.51356 9604.42373 45762.25424 -447.23634 297.23634 -301.36417
-51.38051 -15.51356 9604.42373 46609.70339 -447.38107 297.38107 -421.01935
-51.37288 -15.51356 9604.42373 47457.15254 -447.53123 297.53123 -517.39183
-51.36525 -15.51356 9604.42373 48304.60169 -447.69644 297.69644 -438.27230
-51.35763 -15.51356 9604.42373 49152.05085 -447.87481 297.87481 -324.67912
-51.35000 -15.51356 9604.42373 49999.50000 -448.03843 298.03843 -207.46766
-51.80000 -15.50847 10169.38983 0.00000 -430.85085 280.85085 -100.66710
-51.79237 -15.50847 10169.38983 847.44915 -429.79525 279.79525 -93.99004
-51.78475 -15.50847 10169.38983 1694.89831 -428.71583 278.71583 -97.20394
-51.77712 -15.50847 10169.38983 2542.34746 -427.60853 277.60853 -104.30957
-51.76949 -15.50847 10169.38983 3389.79661 -426.47401 276.47401 -114.26226
-51.76186 -15.50847 10169.38983 4237.24576 -425.33727 275.33727 -122.09218
-51.75424 -15.50847 10169.38983 5084.69492 -424.32455 274.32455 -122.12108
-51.74661 -15.50847 10169.38983 5932.14407 -424.05728 274.05728 -112.58504
-51.73898 -15.50847 10169.38983 6779.59322 -424.58564 274.58564 -104.25160
-51.73136 -15.50847 10169.38983 7627.04237 -425.30763 275.30763 -85.57179
-51.72373 -15.50847 10169.38983 8474.49153 -426.06547 276.06547 -60.53154
-51.71610 -15.50847 10169.38983 9321.94068 -426.80382 276.80382 -31.49055
-51.70847 -15.50847 10169.38983 10169.38983 -427.50030 277.50030 9.72270
-51.70085 -15.50847 10169.38983 11016.83898 -428.13975 278.13975 118.58148
-51.69322 -15.50847 10169.38983 11864.28814 -428.71146 278.71146 350.59979
-51.68559 -15.50847 10169.38983 12711.73729 -429.21750 279.21750 654.43219
-51.67797 -15.50847 10169.38983 13559.18644 -429.72903 279.72903 915.24021
-51.67034 -15.50847 10169.38983 14406.63559 -430.51855 280.51855 958.96687
-51.66271 -15.50847 10169.38983 15254.08475 -432.47165 282.47165 488.43977
-51.65508 -15.50847 10169.38983 16101.53390 -435.55646 285.55646 397.03150
-51.64746 -15.50847 10169.38983 16948.98305 -438.80640 288.80640 214.96741
-51.63983 -15.50847 10169.38983 17796.43220 -441.96906 291.96906 63.28212
-51.63220 -15.50847 10169.38983 18643.88136 -445.04936 295.04936 -12.82523
-51.62458 -15.50847 10169.38983 19491.33051 -448.10745 298.10745 -202.41247
-51.61695 -15.50847 10169.38983 20338.77966 -451.21053 301.21053 -455.70265
-51.60932 -15.50847 10169.38983 21186.22881 -454.42204 304.42204 -505.13688
-51.60169 -15.50847 10169.38983 22033.67797 -457.78088 307.78088 -455.91983
-51.59407 -15.50847 10169.38983 22881.12712 -461.17429 311.17429 -373.37598
-51.58644 -15.50847 10169.38983 23728.57627 -464.02271 314.02271 -294.68697
-51.57881 -15.50847 10169.38983 24576.02542 -464.67383 314.67383 -233.63293
-51.57119 -15.50847 10169.38983 25423.47458 -463.33721 313.33721 -150.53724
-51.56356 -15.50847 10169.38983 26270.92373 -461.58877 311.58877 -98.74075
-51.55593 -15.50847 10169.38983 27118.37288 -459.87601 309.87601 -10.23455
-51.54831 -15.50847 10169.38983 27965.82203 -458.30056 308.30056 116.70597
-51.54068 -15.50847 10169.38983 28813.27119 -456.85266 306.85266 146.87425
-51.53305 -15.50847 10169.38983 29660.72034 -455.50129 305.50129 -28.46399
-51.52542 -15.50847 10169.38983 30508.16949 -454.20803 304.20803 -127.10978
-51.51780 -15.50847 10169.38983 31355.61864 -452.92314 302.92314 -137.74552
-51.51017 -15.50847 10169.38983 32203.06780 -451.54787 301.54787 -96.91599
-51.50254 -15.50847 10169.38983 33050.51695 -450.18805 300.18805 -61.28892
-51.49492 -15.50847 10169.38983 33897.96610 -449.39011 299.39011 -57.91478
-51.48729 -15.50847 10169.38983 34745.41525 -449.04213 299.04213 -97.89922
-51.47966 -15.50847 10169.38983 35592.86441 -448.66486 298.66486 -183.47268
-51.47203 -15.50847 10169.38983 36440.31356 -448.30584 298.30584 -195.50544
-51.46441 -15.50847 10169.38983 37287.76271 -447.97954 297.97954 -111.03124
-51.45678 -15.50847 10169.38983 38135.21186 -447.67852 297.67852 -75.77174
-51.44915 -15.50847 10169.38983 38982.66102 -447.39128 297.39128 -15.73074
-51.44153 -15.50847 10169.38983 39830.11017 -447.10534 297.10534 38.03391
-51.43390 -15.50847 10169.38983 40677.55932 -446.80840 296.80840 78.55289
-51.42627 -15.50847 10169.38983 41525.00847 -446.49370 296.49370 99.88280
-51.41864 -15.50847 10169.38983 42372.45763 -446.24586 296.24586 88.40421
-51.41102 -15.50847 10169.38983 43219.90678 -446.27831 296.27831 -1.35595
-51.40339 -15.50847 10169.38983 44067.35593 -446.51340 296.51340 -77.22929
-51.39576 -15.50847 10169.38983 44914.80508 -446.73160 296.73160 -102.42860
-51.38814 -15.50847 10169.38983 45762.25424 -446.92750 296.92750 -179.79186
-51.38051 -15.50847 10169.38983 46609.70339 -447.11809 297.11809 -332.39487
-51.37288 -15.50847 10169.38983 47457.15254 -447.32131 297.32131 -425.78057
-51.36525 -15.50847 10169.38983 48304.60169 -447.55421 297.55421 -387.21945
-51.35763 -15.50847 10169.38983 49152.05085 -447.83109 297.83109 -317.06002
-51.35000 -15.50847 10169.38983 49999.50000 -448.15339 298.15339 -272.66606
-51.80000 -15.50339 10734.35593 0.00000 -430.75503 280.75503 -83.22856
-51.79237 -15.50339 10734.35593 847.44915 -429.72099 279.72099 -77.95281
-51.78475 -15.50339 10734.35593 1694.89831 -428.65749 278.65749 -81.06339
-51.77712 -15.50339 10734.35593 2542.34746 -427.55803 277.55803 -87.75824
-51.76949 -15.50339 10734.35593 3389.79661 -426.41521 276.41521 -90.83759
-51.76186 -15.50339 10734.35593 4237.24576 -425.22287 275.22287 -91.51611
-51.75424 -15.50339 10734.35593 5084.69492 -424.01093 274.01093 -94.19805
-51.74661 -15.50339 10734.35593 5932.14407 -423.64715 273.64715 -95.34777
-51.73898 -15.50339 10734.35593 6779.59322 -424.33506 274.33506 -96.62976
-51.73136 -15.50339 10734.35593 7627.04237 -425.07785 275.07785 -69.05122
-51.72373 -15.50339 10734.35593 8474.49153 -425.79844 275.79844 -31.45539
-51.71610 -15.50339 10734.35593 9321.94068 -426.47851 276.47851 7.77511
-51.70847 -15.50339 10734.35593 10169.38983 -427.10344 277.10344 64.74067
-51.70085 -15.50339 10734.35593 11016.83898 -427.65784 277.65784 193.91654
-51.69322 -15.50339 10734.35593 11864.28814 -428.12419 278.12419 426.72452
-51.68559 -15.50339 10734.35593 12711.73729 -428.48282 278.48282 742.85886
-51.67797 -15.50339 10734.35593 13559.18644 -428.71818 278.71818 1127.11485
-51.67034 -15.50339 10734.35593 14406.63559 -428.93384 278.93384 1446.79513
-51.66271 -15.50339 10734.35593 15254.08475 -431.03226 281.03226 976.61590
-51.65508 -15.50339 10734.35593 16101.53390 -434.76718 284.76718 812.96973
-51.64746 -15.50339 10734.35593 16948.98305 -438.30436 288.30436 503.64788
-51.63983 -15.50339 10734.35593 17796.43220 -441.64201 291.64201 248.80841
-51.63220 -15.50339 10734.35593 18643.88136 -444.86680 294.86680 136.73175
-51.62458 -15.50339 10734.35593 19491.33051 -448.06405 298.06405 42.55317
-51.61695 -15.50339 10734.35593 20338.77966 -451.31690 301.31690 -242.48848
-51.60932 -15.50339 10734.35593 21186.22881 -454.71027 304.71027 -380.65715
-51.60169 -15.50339 10734.35593 22033.67797 -458.33359 308.33359 -398.01861
-51.59407 -15.50339 10734.35593 22881.12712 -462.26957 312.26957 -349.13997
-51.58644 -15.50339 10734.35593 23728.57627 -466.30894 316.30894 -294.16147
-51.57881 -15.50339 10734.35593 24576.02542 -466.76642 316.76642 -245.40967
-51.57119 -15.50339 10734.35593 25423.47458 -464.44261 314.44261 -192.83663
-51.56356 -15.50339 10734.35593 26270.92373 -462.26468 312.26468 -156.43259
-51.55593 -15.50339 10734.35593 27118.37288 -460.34404 310.34404 -80.00131
-51.54831 -15.50339 10734.35593 27965.82203 -458.63616 308.63616 64.90789
-51.54068 -15.50339 10734.35593 28813.27119 -457.09209 307.09209 239.23067
-51.53305 -15.50339 10734.35593 29660.72034 -455.66746 305.66746 114.13552
-51.52542 -15.50339 10734.35593 30508.16949 -454.32138 304.32138 -45.66729
-51.51780 -15.50339 10734.35593 31355.61864 -453.01327 303.01327 -114.46022
-51.51017 -15.50339 10734.35593 32203.06780 -451.69492 301.69492 -91.87812
-51.50254 -15.50339 10734.35593 33050.51695 -450.22906 300.22906 -37.79756
-51.49492 -15.50339 10734.35593 33897.96610 -449.40701 299.40701 7.50807
-51.48729 -15.50339 10734.35593 34745.41525 -448.88023 298.88023 -21.65991
-51.47966 -15.50339 10734.35593 35592.86441 -448.40673 298.40673 -145.59979
-51.47203 -15.50339 10734.35593 36440.31356 -447.99749 297.99749 -200.98611
-51.46441 -15.50339 10734.35593 37287.76271 -447.63663 297.63663 -121.22251
-51.45678 -15.50339 10734.35593 38135.21186 -447.30799 297.30799 -44.74243
-51.44915 -15.50339 10734.35593 38982.66102 -446.99640 296.99640 -10.37812
-51.44153 -15.50339 10734.35593 39830.11017 -446.68715 296.68715 17.28138
-51.43390 -15.50339 10734.35593 40677.55932 -446.36521 296.36521 60.93498
-51.42627 -15.50339 10734.35593 41525.00847 -446.01487 296.01487 117.46946
-51.41864 -15.50339 10734.35593 42372.45763 -445.64533 295.64533 144.64713
-51.41102 -15.50339 10734.35593 43219.90678 -445.78060 295.78060 -36.66414
-51.40339 -15.50339 10734.35593 44067.35593 -446.08111 296.08111 -36.18152
-51.39576 -15.50339 10734.35593 44914.80508 -446.33431 296.33431 -43.70114
-51.38814 -15.50339 10734.35593 45762.25424 -446.56140 296.56140 -80.18386
-51.38051 -15.50339 10734.35593 46609.70339 -446.78398 296.78398 -134.06419
-51.37288 -15.50339 10734.35593 47457.15254 -447.02267 297.02267 -180.29877
-51.36525 -15.50339 10734.35593 48304.60169 -447.29819 297.29819 -210.39408
-51.35763 -15.50339 10734.35593 49152.05085 -447.63249 297.63249 -232.41063
-51.35000 -15.50339 10734.35593 49999.50000 -448.04880 298.04880 -314.15715
-51.80000 -15.49831 11299.32203 0.00000 -430.73051 280.73051 -79.70204
-51.79237 -15.49831 11299.32203 847.44915 -429.72027 279.72027 -78.85378
-51.78475 -15.49831 11299.32203 1694.89831 -428.67978 278.67978 -72.12061
-51.77712 -15.49831 11299.32203 2542.34746 -427.60224 277.60224 -74.16647
-51.76949 -15.49831 11299.32203 3389.79661 -426.47916 276.47916 -72.00453
-51.76186 -15.49831 11299.32203 4237.24576 -425.30029 275.30029 -67.88074
-51.75424 -15.49831 11299.32203 5084.69492 -424.06124 274.06124 -69.08212
-51.74661 -15.49831 11299.32203 5932.14407 -423.65521 273.65521 -68.37312
-51.73898 -15.49831 11299.32203 6779.59322 -424.34854 274.34854 -61.49259
-51.73136 -15.49831 11299.32203 7627.04237 -425.03985 275.03985 -32.97934
-51.72373 -15.49831 11299.32203 8474.49153 -425.70137 275.70137 3.83923
-51.71610 -15.49831 11299.32203 9321.94068 -426.31953 276.31953 47.19790
-51.70847 -15.49831 11299.32203 10169.38983 -426.88075 276.88075 119.41827
-51.70085 -15.49831 11299.32203 11016.83898 -427.36958 277.36958 234.85485
-51.69322 -15.49831 11299.32203 11864.28814 -427.76758 277.76758 441.71445
-51.68559 -15.49831 11299.32203 12711.73729 -428.05216 278.05216 707.99517
-51.67797 -15.49831 11299.32203 13559.18644 -428.19651 278.19651 1057.75402
-51.67034 -15.49831 11299.32203 14406.63559 -428.19513 278.19513 1446.37038
-51.66271 -15.49831 11299.32203 15254.08475 -430.34202 280.34202 1436.54108
-51.65508 -15.49831 11299.32203 16101.53390 -434.27777 284.27777 952.43792
-51.64746 -15.49831 11299.32203 16948.98305 -437.90766 287.90766 639.61339
-51.63983 -15.49831 11299.32203 17796.43220 -441.32306 291.32306 584.74582
-51.63220 -15.49831 11299.32203 18643.88136 -444.62143 294.62143 617.58561
-51.62458 -15.49831 11299.32203 19491.33051 -447.89153 297.89153 401.85546
-51.61695 -15.49831 11299.32203 20338.77966 -451.21869 301.21869 -22.67851
-51.60932 -15.49831 11299.32203 21186.22881 -454.69076 304.69076 -253.78138
-51.60169 -15.49831 11299.32203 22033.67797 -458.40398 308.40398 -323.32639
-51.59407 -15.49831 11299.32203 22881.12712 -462.46655 312.46655 -313.38687
-51.58644 -15.49831 11299.32203 23728.57627 -466.93459 316.93459 -301.68370
-51.57881 -15.49831 11299.32203 24576.02542 -467.25789 317.25789 -248.61166
-51.57119 -15.49831 11299.32203 25423.47458 -464.65452 314.65452 -234.65160
-51.56356 -15.49831 11299.32203 26270.92373 -462.37928 312.37928 -208.16020
-51.55593 -15.49831 11299.32203 27118.37288 -460.39070 310.39070 -138.21936
-51.54831 -15.49831 11299.32203 27965.82203 -458.62510 308.62510 -13.08388
-51.54068 -15.49831 11299.32203 28813.27119 -457.02828 307.02828 145.60680
-51.53305 -15.49831 11299.32203 29660.72034 -455.55405 305.55405 176.15020
-51.52542 -15.49831 11299.32203 30508.16949 -454.16115 304.16115 105.02468
-51.51780 -15.49831 11299.32203 31355.61864 -452.81020 302.81020 -11.45433
-51.51017 -15.49831 11299.32203 32203.06780 -451.45950 301.45950 -87.60056
-51.50254 -15.49831 11299.32203 33050.51695 -450.03647 300.03647 -58.23488
-51.49492 -15.49831 11299.32203 33897.96610 -449.11747 299.11747 -6.12226
-51.48729 -15.49831 11299.32203 34745.41525 -448.53276 298.53276 0.92765
-51.47966 -15.49831 11299.32203 35592.86441 -448.03583 298.03583 -91.68057
-51.47203 -15.49831 11299.32203 36440.31356 -447.60928 297.60928 -172.44173
-51.46441 -15.49831 11299.32203 37287.76271 -447.23324 297.23324 -158.02660
-51.45678 -15.49831 11299.32203 38135.21186 -446.89037 296.89037 -63.30449
-51.44915 -15.49831 11299.32203 38982.66102 -446.56499 296.56499 -8.45275
-51.44153 -15.49831 11299.32203 39830.11017 -446.24211 296.24211 8.33107
-51.43390 -15.49831 11299.32203 40677.55932 -445.90628 295.90628 60.79091
-51.42627 -15.49831 11299.32203 41525.00847 -445.54062 295.54062 141.77046
-51.41864 -15.49831 11299.32203 42372.45763 -445.13087 295.13087 182.83081
-51.41102 -15.49831 11299.32203 43219.90678 -445.30156 295.30156 56.70096
-51.40339 -15.49831 11299.32203 44067.35593 -445.62528 295.62528 -0.63328
-51.39576 -15.49831 11299.32203 44914.80508 -445.89772 295.89772 -28.24332
-51.38814 -15.49831 11299.32203 45762.25424 -446.14352 296.14352 -52.02288
-51.38051 -15.49831 11299.32203 46609.70339 -446.38491 296.38491 -78.77137
-51.37288 -15.49831 11299.32203 47457.15254 -446.64288 296.64288 -94.21559
-51.36525 -15.49831 11299.32203 48304.60169 -446.93867 296.93867 -113.30158
-51.35763 -15.49831 11299.32203 49152.05085 -447.29525 297.29525 -135.18389
-51.35000 -15.49831 11299.32203 49999.50000 -447.73878 297.73878 -182.97781
-51.80000 -15.49322 11864.28814 0.00000 -430.77634 280.77634 -81.65285
-51.79237 -15.49322 11864.28814 847.44915 -429.79214 279.79214 -87.75331
-51.78475 -15.49322 11864.28814 1694.89831 -428.78166 278.78166 -65.66955
-51.77712 -15.49322 11864.28814 2542.34746 -427.73976 277.73976 -61.28911
-51.76949 -15.49322 11864.28814 3389.79661 -426.66355 276.66355 -55.23479
-51.76186 -15.49322 11864.28814 4237.24576 -425.56405 275.56405 -47.51267
-51.75424 -15.49322 11864.28814 5084.69492 -424.54864 274.54864 -45.45461
-51.74661 -15.49322 11864.28814 5932.14407 -424.21052 274.21052 -38.49741
-51.73898 -15.49322 11864.28814 6779.59322 -424.61805 274.61805 -19.50511
-51.73136 -15.49322 11864.28814 7627.04237 -425.18993 275.18993 5.89444
-51.72373 -15.49322 11864.28814 8474.49153 -425.77169 275.77169 36.93321
-51.71610 -15.49322 11864.28814 9321.94068 -426.32469 276.32469 83.34265
-51.70847 -15.49322 11864.28814 10169.38983 -426.83000 276.83000 169.32446
-51.70085 -15.49322 11864.28814 11016.83898 -427.27239 277.27239 262.33350
-51.69322 -15.49322 11864.28814 11864.28814 -427.63815 277.63815 432.23169
-51.68559 -15.49322 11864.28814 12711.73729 -427.91972 277.91972 629.56767
-51.67797 -15.49322 11864.28814 13559.18644 -428.14940 278.14940 900.33073
-51.67034 -15.49322 11864.28814 14406.63559 -428.62939 278.62939 1321.09991
