# lon lat x-norte(m) y-leste(m) z(m) topo(m) mag(nT)
-51.70085 -15.54915 5649.66102 5084.69492 -435.64097 285.64097 -487.25275
-51.69322 -15.54915 5649.66102 5932.14407 -437.19670 287.19670 -692.58555
-51.68559 -15.54915 5649.66102 6779.59322 -438.75243 288.75243 -883.01771
-51.67797 -15.54915 5649.66102 7627.04237 -440.24007 290.24007 -930.04819
-51.67034 -15.54915 5649.66102 8474.49153 -441.50771 291.50771 -840.60850
-51.66271 -15.54915 5649.66102 9321.94068 -442.58115 292.58115 -1161.87329
-51.65508 -15.54915 5649.66102 10169.38983 -443.45971 293.45971 -1402.13704
-51.64746 -15.54915 5649.66102 11016.83898 -444.11990 294.11990 -1684.56915
-51.63983 -15.54915 5649.66102 11864.28814 -444.71990 294.71990 -1990.41499
-51.63220 -15.54915 5649.66102 12711.73729 -445.31991 295.31991 -2087.85240
-51.62458 -15.54915 5649.66102 13559.18644 -445.91992 295.91992 -1503.57430
-51.61695 -15.54915 5649.66102 14406.63559 -446.51992 296.51992 -903.84165
-51.60932 -15.54915 5649.66102 15254.08475 -447.11993 297.11993 -471.81109
-51.60169 -15.54915 5649.66102 16101.53390 -447.71994 297.71994 -262.56563
-51.59407 -15.54915 5649.66102 16948.98305 -448.26683 298.26683 -132.04139
-51.58644 -15.54915 5649.66102 17796.43220 -448.66845 298.66845 40.25468
-51.57881 -15.54915 5649.66102 18643.88136 -448.94298 298.94298 -26.31553
-51.57119 -15.54915 5649.66102 19491.33051 -449.08827 299.08827 -118.77931
-51.56356 -15.54915 5649.66102 20338.77966 -449.09153 299.09153 -151.64485
-51.55593 -15.54915 5649.66102 21186.22881 -449.06237 299.06237 -141.01236
-51.74661 -15.54407 6214.62712 0.00000 -427.03718 277.03718 -195.38371
-51.73898 -15.54407 6214.62712 847.44915 -427.67657 277.67657 -219.58172
-51.73136 -15.54407 6214.62712 1694.89831 -428.89433 278.89433 -246.38919
