# lon lat x-norte(m) y-leste(m) z(m) topo(m) mag(nT)
-51.42627 -15.43729 6779.59322 13559.18644 -439.93104 289.93104 -626.83752
-51.41864 -15.43729 6779.59322 14406.63559 -439.87162 289.87162 -370.31708
-51.41102 -15.43729 6779.59322 15254.08475 -439.74891 289.74891 -381.47741
-51.40339 -15.43729 6779.59322 16101.53390 -439.55902 289.55902 -395.67247
-51.39576 -15.43729 6779.59322 16948.98305 -439.32935 289.32935 -387.82521
-51.38814 -15.43729 6779.59322 17796.43220 -439.09967 289.09967 -308.29415
-51.38051 -15.43729 6779.59322 18643.88136 -438.87000 288.87000 -178.15268
-51.37288 -15.43729 6779.59322 19491.33051 -438.64033 288.64033 -139.39941
-51.36525 -15.43729 6779.59322 20338.77966 -438.41065 288.41065 -175.52952
-51.35763 -15.43729 6779.59322 21186.22881 -438.18098 288.18098 -153.05669
-51.35000 -15.43729 6779.59322 22033.67797 -437.95131 287.95131 -177.08532
-51.54831 -15.43220 7344.55932 0.00000 -442.70174 292.70174 -52.80981
-51.54068 -15.43220 7344.55932 847.44915 -442.12007 292.12007 -71.09053
-51.53305 -15.43220 7344.55932 1694.89831 -441.52947 291.52947 -115.45837
-51.52542 -15.43220 7344.55932 2542.34746 -440.94105 290.94105 -157.97150
-51.51780 -15.43220 7344.55932 3389.79661 -440.35638 290.35638 -196.06262
-51.51017 -15.43220 7344.55932 4237.24576 -439.77380 289.77380 -240.14642
-51.50254 -15.43220 7344.55932 5084.69492 -439.33611 289.33611 -308.57807
-51.49492 -15.43220 7344.55932 5932.14407 -439.10165 289.10165 -423.28977
-51.48729 -15.43220 7344.55932 6779.59322 -439.07539 289.07539 -720.61708
-51.47966 -15.43220 7344.55932 7627.04237 -439.12533 289.12533 -1065.66343
-51.47203 -15.43220 7344.55932 8474.49153 -439.17529 289.17529 -1672.42394
-51.46441 -15.43220 7344.55932 9321.94068 -439.22877 289.22877 -2631.17624
-51.45678 -15.43220 7344.55932 10169.38983 -439.28024 289.28024 -3590.94937
-51.44915 -15.43220 7344.55932 11016.83898 -439.32695 289.32695 -3004.87022
-51.44153 -15.43220 7344.55932 11864.28814 -439.37501 289.37501 -2525.15927
-51.43390 -15.43220 7344.55932 12711.73729 -439.42494 289.42494 -1786.59040
-51.42627 -15.43220 7344.55932 13559.18644 -439.47210 289.47210 -951.06958
-51.41864 -15.43220 7344.55932 14406.63559 -439.43705 289.43705 -476.17826
-51.41102 -15.43220 7344.55932 15254.08475 -439.29731 289.29731 -378.04578
-51.40339 -15.43220 7344.55932 16101.53390 -439.05055 289.05055 -358.34165
-51.39576 -15.43220 7344.55932 16948.98305 -438.77149 288.77149 -339.91355
-51.38814 -15.43220 7344.55932 17796.43220 -438.49263 288.49263 -296.50208
-51.38051 -15.43220 7344.55932 18643.88136 -438.21869 288.21869 -244.25636
-51.37288 -15.43220 7344.55932 19491.33051 -437.94152 287.94152 -246.43627
-51.36525 -15.43220 7344.55932 20338.77966 -437.65768 287.65768 -169.55237
-51.35763 -15.43220 7344.55932 21186.22881 -437.37619 287.37619 -85.77837
-51.35000 -15.43220 7344.55932 22033.67797 -437.09712 287.09712 -99.23826
-51.54831 -15.42712 7909.52542 0.00000 -441.46352 291.46352 -50.26562
-51.54068 -15.42712 7909.52542 847.44915 -440.96866 290.96866 -61.29009
-51.53305 -15.42712 7909.52542 1694.89831 -440.44247 290.44247 -95.59110
-51.52542 -15.42712 7909.52542 2542.34746 -439.89677 289.89677 -135.64554
-51.51780 -15.42712 7909.52542 3389.79661 -439.35217 289.35217 -167.64949
-51.51017 -15.42712 7909.52542 4237.24576 -438.84694 288.84694 -197.96047
-51.50254 -15.42712 7909.52542 5084.69492 -438.43301 288.43301 -242.27646
-51.49492 -15.42712 7909.52542 5932.14407 -438.26951 288.26951 -291.16141
-51.48729 -15.42712 7909.52542 6779.59322 -438.32832 288.32832 -531.52807
-51.47966 -15.42712 7909.52542 7627.04237 -438.43014 288.43014 -982.68536
-51.47203 -15.42712 7909.52542 8474.49153 -438.54654 288.54654 -1355.27656
-51.46441 -15.42712 7909.52542 9321.94068 -438.65300 288.65300 -1646.48724
-51.45678 -15.42712 7909.52542 10169.38983 -438.74345 288.74345 -2476.59062
-51.44915 -15.42712 7909.52542 11016.83898 -438.81676 288.81676 -2488.88581
-51.44153 -15.42712 7909.52542 11864.28814 -438.87507 288.87507 -2162.86021
-51.43390 -15.42712 7909.52542 12711.73729 -438.92900 288.92900 -1613.51947
-51.42627 -15.42712 7909.52542 13559.18644 -439.00856 289.00856 -1000.42842
-51.41864 -15.42712 7909.52542 14406.63559 -439.02354 289.02354 -529.28936
-51.41102 -15.42712 7909.52542 15254.08475 -438.85806 288.85806 -373.03431
-51.40339 -15.42712 7909.52542 16101.53390 -438.54208 288.54208 -327.66927
-51.39576 -15.42712 7909.52542 16948.98305 -438.23731 288.23731 -301.60809
-51.38814 -15.42712 7909.52542 17796.43220 -437.94969 287.94969 -271.37759
-51.38051 -15.42712 7909.52542 18643.88136 -437.65121 287.65121 -242.99629
-51.37288 -15.42712 7909.52542 19491.33051 -437.33252 287.33252 -244.61881
-51.36525 -15.42712 7909.52542 20338.77966 -436.98960 286.98960 -172.65178
-51.35763 -15.42712 7909.52542 21186.22881 -436.62328 286.62328 -112.54654
-51.35000 -15.42712 7909.52542 22033.67797 -436.24929 286.24929 -111.98267
-51.54831 -15.42203 8474.49153 0.00000 -440.37503 290.37503 -46.07567
-51.54068 -15.42203 8474.49153 847.44915 -439.95070 289.95070 -41.34675
-51.53305 -15.42203 8474.49153 1694.89831 -439.48300 289.48300 -68.64146
-51.52542 -15.42203 8474.49153 2542.34746 -438.98383 288.98383 -108.77940
-51.51780 -15.42203 8474.49153 3389.79661 -438.46628 288.46628 -134.66149
-51.51017 -15.42203 8474.49153 4237.24576 -437.95218 287.95218 -151.37865
-51.50254 -15.42203 8474.49153 5084.69492 -437.53477 287.53477 -176.72543
-51.49492 -15.42203 8474.49153 5932.14407 -437.46112 287.46112 -159.88207
-51.48729 -15.42203 8474.49153 6779.59322 -437.63068 287.63068 -355.20636
-51.47966 -15.42203 8474.49153 7627.04237 -437.82377 287.82377 -898.21784
-51.47203 -15.42203 8474.49153 8474.49153 -437.99829 287.99829 -803.63241
-51.46441 -15.42203 8474.49153 9321.94068 -438.14992 288.14992 80.44245
-51.45678 -15.42203 8474.49153 10169.38983 -438.27808 288.27808 -282.43428
-51.44915 -15.42203 8474.49153 11016.83898 -438.38245 288.38245 -1364.01320
-51.44153 -15.42203 8474.49153 11864.28814 -438.46261 288.46261 -1314.56486
-51.43390 -15.42203 8474.49153 12711.73729 -438.51919 288.51919 -1096.00099
-51.42627 -15.42203 8474.49153 13559.18644 -438.56224 288.56224 -912.86489
-51.41864 -15.42203 8474.49153 14406.63559 -438.63432 288.63432 -540.68005
-51.41102 -15.42203 8474.49153 15254.08475 -438.41145 288.41145 -362.48299
-51.40339 -15.42203 8474.49153 16101.53390 -438.09813 288.09813 -294.99600
-51.39576 -15.42203 8474.49153 16948.98305 -437.81115 287.81115 -264.54282
-51.38814 -15.42203 8474.49153 17796.43220 -437.50771 287.50771 -240.55376
-51.38051 -15.42203 8474.49153 18643.88136 -437.17960 287.17960 -211.79940
-51.37288 -15.42203 8474.49153 19491.33051 -436.82221 286.82221 -202.03327
-51.36525 -15.42203 8474.49153 20338.77966 -436.43114 286.43114 -177.71954
-51.35763 -15.42203 8474.49153 21186.22881 -436.00191 286.00191 -174.05719
-51.35000 -15.42203 8474.49153 22033.67797 -435.53185 285.53185 -160.65487
-51.54831 -15.41695 9039.45763 0.00000 -439.41912 289.41912 -39.79506
-51.54068 -15.41695 9039.45763 847.44915 -439.05134 289.05134 -36.06728
-51.53305 -15.41695 9039.45763 1694.89831 -438.63617 288.63617 -52.58159
-51.52542 -15.41695 9039.45763 2542.34746 -438.18559 288.18559 -77.32943
-51.51780 -15.41695 9039.45763 3389.79661 -437.71037 287.71037 -93.51528
-51.51017 -15.41695 9039.45763 4237.24576 -437.22084 287.22084 -99.96861
-51.50254 -15.41695 9039.45763 5084.69492 -436.72797 286.72797 -92.93068
-51.49492 -15.41695 9039.45763 5932.14407 -436.77376 286.77376 0.32670
-51.48729 -15.41695 9039.45763 6779.59322 -437.05490 287.05490 -28.23513
-51.47966 -15.41695 9039.45763 7627.04237 -437.30242 287.30242 -142.70015
-51.47203 -15.41695 9039.45763 8474.49153 -437.52039 287.52039 429.17447
-51.46441 -15.41695 9039.45763 9321.94068 -437.71126 287.71126 1698.79044
-51.45678 -15.41695 9039.45763 10169.38983 -437.87618 287.87618 1833.93903
-51.44915 -15.41695 9039.45763 11016.83898 -438.01510 288.01510 146.24652
-51.44153 -15.41695 9039.45763 11864.28814 -438.12677 288.12677 -425.41569
-51.43390 -15.41695 9039.45763 12711.73729 -438.20867 288.20867 -581.43196
-51.42627 -15.41695 9039.45763 13559.18644 -438.25667 288.25667 -590.09635
-51.41864 -15.41695 9039.45763 14406.63559 -438.26499 288.26499 -352.88889
-51.41102 -15.41695 9039.45763 15254.08475 -438.06916 288.06916 -251.30448
-51.40339 -15.41695 9039.45763 16101.53390 -437.79081 287.79081 -173.86886
-51.39576 -15.41695 9039.45763 16948.98305 -437.48609 287.48609 -191.48474
-51.38814 -15.41695 9039.45763 17796.43220 -437.15414 287.15414 -221.91548
-51.38051 -15.41695 9039.45763 18643.88136 -436.79302 286.79302 -192.33155
-51.37288 -15.41695 9039.45763 19491.33051 -436.39960 286.39960 -131.90433
-51.36525 -15.41695 9039.45763 20338.77966 -435.96937 285.96937 -131.15726
-51.35763 -15.41695 9039.45763 21186.22881 -435.49610 285.49610 -159.19888
-51.35000 -15.41695 9039.45763 22033.67797 -434.97133 284.97133 -165.21212
-51.54831 -15.41186 9604.42373 0.00000 -438.59008 288.59008 -31.26954
-51.54068 -15.41186 9604.42373 847.44915 -438.26560 288.26560 -29.40094
-51.53305 -15.41186 9604.42373 1694.89831 -437.89703 287.89703 -37.84397
-51.52542 -15.41186 9604.42373 2542.34746 -437.49627 287.49627 -45.29671
-51.51780 -15.41186 9604.42373 3389.79661 -437.07598 287.07598 -51.02130
-51.51017 -15.41186 9604.42373 4237.24576 -436.65585 286.65585 -48.14245
-51.50254 -15.41186 9604.42373 5084.69492 -436.32382 286.32382 -13.16964
-51.49492 -15.41186 9604.42373 5932.14407 -436.33831 286.33831 162.29913
-51.48729 -15.41186 9604.42373 6779.59322 -436.59209 286.59209 311.03688
-51.47966 -15.41186 9604.42373 7627.04237 -436.86109 286.86109 691.67720
-51.47203 -15.41186 9604.42373 8474.49153 -437.10950 287.10950 1648.54749
-51.46441 -15.41186 9604.42373 9321.94068 -437.33425 287.33425 3078.29800
-51.45678 -15.41186 9604.42373 10169.38983 -437.53509 287.53509 3858.28975
-51.44915 -15.41186 9604.42373 11016.83898 -437.71173 287.71173 1546.20685
-51.44153 -15.41186 9604.42373 11864.28814 -437.86362 287.86362 388.93871
-51.43390 -15.41186 9604.42373 12711.73729 -437.99079 287.99079 -112.81493
-51.42627 -15.41186 9604.42373 13559.18644 -438.10067 288.10067 -259.67148
-51.41864 -15.41186 9604.42373 14406.63559 -438.23523 288.23523 -153.54173
-51.41102 -15.41186 9604.42373 15254.08475 -437.97938 287.97938 -134.92840
-51.40339 -15.41186 9604.42373 16101.53390 -437.60939 287.60939 -55.75947
-51.39576 -15.41186 9604.42373 16948.98305 -437.25633 287.25633 -108.51713
-51.38814 -15.41186 9604.42373 17796.43220 -436.88483 286.88483 -180.99305
-51.38051 -15.41186 9604.42373 18643.88136 -436.48785 286.48785 -158.66387
-51.37288 -15.41186 9604.42373 19491.33051 -436.06103 286.06103 -53.02566
-51.36525 -15.41186 9604.42373 20338.77966 -435.59998 285.59998 -76.52050
-51.35763 -15.41186 9604.42373 21186.22881 -435.09987 285.09987 -129.97572
-51.35000 -15.41186 9604.42373 22033.67797 -434.55699 284.55699 -159.25702
-51.54831 -15.40678 10169.38983 0.00000 -437.89249 287.89249 -7.39352
-51.54068 -15.40678 10169.38983 847.44915 -437.59748 287.59748 -4.82970
-51.53305 -15.40678 10169.38983 1694.89831 -437.26953 287.26953 -16.93747
-51.52542 -15.40678 10169.38983 2542.34746 -436.92048 286.92048 -15.95493
-51.51780 -15.40678 10169.38983 3389.79661 -436.56986 286.56986 -11.94742
-51.51017 -15.40678 10169.38983 4237.24576 -436.25930 286.25930 1.36119
-51.50254 -15.40678 10169.38983 5084.69492 -436.03344 286.03344 56.25925
-51.49492 -15.40678 10169.38983 5932.14407 -436.04056 286.04056 252.18171
-51.48729 -15.40678 10169.38983 6779.59322 -436.25052 286.25052 549.97731
-51.47966 -15.40678 10169.38983 7627.04237 -436.50377 286.50377 1179.66858
-51.47203 -15.40678 10169.38983 8474.49153 -436.76829 286.76829 2068.14396
-51.46441 -15.40678 10169.38983 9321.94068 -437.02111 287.02111 2946.52125
-51.45678 -15.40678 10169.38983 10169.38983 -437.25693 287.25693 3231.23245
-51.44915 -15.40678 10169.38983 11016.83898 -437.47474 287.47474 1876.87031
-51.44153 -15.40678 10169.38983 11864.28814 -437.67630 287.67630 796.30342
-51.43390 -15.40678 10169.38983 12711.73729 -437.87087 287.87087 155.38013
-51.42627 -15.40678 10169.38983 13559.18644 -438.09127 288.09127 -100.87068
-51.41864 -15.40678 10169.38983 14406.63559 -438.21019 288.21019 -105.75035
-51.41102 -15.40678 10169.38983 15254.08475 -438.01407 288.01407 -69.39193
-51.40339 -15.40678 10169.38983 16101.53390 -437.56290 287.56290 -24.30977
-51.39576 -15.40678 10169.38983 16948.98305 -437.12651 287.12651 -11.30252
-51.38814 -15.40678 10169.38983 17796.43220 -436.70310 286.70310 -28.10870
-51.38051 -15.40678 10169.38983 18643.88136 -436.26698 286.26698 -39.74324
-51.37288 -15.40678 10169.38983 19491.33051 -435.80944 285.80944 21.54554
-51.36525 -15.40678 10169.38983 20338.77966 -435.32641 285.32641 -16.01328
-51.35763 -15.40678 10169.38983 21186.22881 -434.81801 284.81801 -98.34690
-51.35000 -15.40678 10169.38983 22033.67797 -434.29741 284.29741 -144.76144
-51.54831 -15.40169 10734.35593 0.00000 -437.34209 287.34209 13.32307
-51.54068 -15.40169 10734.35593 847.44915 -437.06061 287.06061 20.27354
-51.53305 -15.40169 10734.35593 1694.89831 -436.76737 286.76737 6.61144
-51.52542 -15.40169 10734.35593 2542.34746 -436.47435 286.47435 14.22686
-51.51780 -15.40169 10734.35593 3389.79661 -436.18929 286.18929 26.67622
-51.51017 -15.40169 10734.35593 4237.24576 -435.90528 285.90528 49.58547
-51.50254 -15.40169 10734.35593 5084.69492 -435.74453 285.74453 113.49926
-51.49492 -15.40169 10734.35593 5932.14407 -435.76514 285.76514 315.56541
-51.48729 -15.40169 10734.35593 6779.59322 -435.97013 285.97013 709.71307
-51.47966 -15.40169 10734.35593 7627.04237 -436.23772 286.23772 1446.60699
-51.47203 -15.40169 10734.35593 8474.49153 -436.50608 286.50608 2190.12147
-51.46441 -15.40169 10734.35593 9321.94068 -436.77944 286.77944 2617.36536
-51.45678 -15.40169 10734.35593 10169.38983 -437.04903 287.04903 2684.52321
-51.44915 -15.40169 10734.35593 11016.83898 -437.31229 287.31229 1878.26418
-51.44153 -15.40169 10734.35593 11864.28814 -437.57567 287.57567 979.42925
-51.43390 -15.40169 10734.35593 12711.73729 -437.84326 287.84326 339.09070
-51.42627 -15.40169 10734.35593 13559.18644 -438.10616 288.10616 31.93743
-51.41864 -15.40169 10734.35593 14406.63559 -438.18306 288.18306 -47.49153
-51.41102 -15.40169 10734.35593 15254.08475 -438.01364 288.01364 -20.91567
-51.40339 -15.40169 10734.35593 16101.53390 -437.59500 287.59500 8.34703
-51.39576 -15.40169 10734.35593 16948.98305 -437.10698 287.10698 60.31802
-51.38814 -15.40169 10734.35593 17796.43220 -436.62048 286.62048 71.27439
-51.38051 -15.40169 10734.35593 18643.88136 -436.14039 286.14039 27.76410
-51.37288 -15.40169 10734.35593 19491.33051 -435.65491 285.65491 48.07785
-51.36525 -15.40169 10734.35593 20338.77966 -435.16056 285.16056 5.02052
-51.35763 -15.40169 10734.35593 21186.22881 -434.66687 284.66687 -60.87559
-51.35000 -15.40169 10734.35593 22033.67797 -434.17885 284.17885 -105.10523
-51.54831 -15.39661 11299.32203 0.00000 -436.92873 286.92873 25.09605
-51.54068 -15.39661 11299.32203 847.44915 -436.65281 286.65281 43.17894
-51.53305 -15.39661 11299.32203 1694.89831 -436.37690 286.37690 35.77066
-51.52542 -15.39661 11299.32203 2542.34746 -436.10098 286.10098 46.82641
-51.51780 -15.39661 11299.32203 3389.79661 -435.82506 285.82506 65.04991
-51.51017 -15.39661 11299.32203 4237.24576 -435.56487 285.56487 95.00615
-51.50254 -15.39661 11299.32203 5084.69492 -435.45102 285.45102 161.88413
-51.49492 -15.39661 11299.32203 5932.14407 -435.49058 285.49058 332.21009
-51.48729 -15.39661 11299.32203 6779.59322 -435.69014 285.69014 712.99270
-51.47966 -15.39661 11299.32203 7627.04237 -435.99483 285.99483 1298.91084
-51.47203 -15.39661 11299.32203 8474.49153 -436.29991 286.29991 1784.81413
-51.46441 -15.39661 11299.32203 9321.94068 -436.60500 286.60500 1969.93339
-51.45678 -15.39661 11299.32203 10169.38983 -436.91009 286.91009 1959.40005
-51.44915 -15.39661 11299.32203 11016.83898 -437.21518 287.21518 1280.90448
-51.44153 -15.39661 11299.32203 11864.28814 -437.52026 287.52026 765.81515
-51.43390 -15.39661 11299.32203 12711.73729 -437.82535 287.82535 381.81223
-51.42627 -15.39661 11299.32203 13559.18644 -438.09929 288.09929 124.96418
-51.41864 -15.39661 11299.32203 14406.63559 -438.15991 288.15991 30.79697
-51.41102 -15.39661 11299.32203 15254.08475 -438.00696 288.00696 -2.38312
-51.40339 -15.39661 11299.32203 16101.53390 -437.62711 287.62711 50.97129
-51.39576 -15.39661 11299.32203 16948.98305 -437.11931 287.11931 84.34019
-51.38814 -15.39661 11299.32203 17796.43220 -436.61151 286.61151 62.39323
-51.38051 -15.39661 11299.32203 18643.88136 -436.10370 286.10370 0.17964
-51.37288 -15.39661 11299.32203 19491.33051 -435.59590 285.59590 -27.27421
-51.36525 -15.39661 11299.32203 20338.77966 -435.08810 285.08810 -41.55962
-51.35763 -15.39661 11299.32203 21186.22881 -434.58029 284.58029 -12.97477
-51.35000 -15.39661 11299.32203 22033.67797 -434.07249 284.07249 -24.23866
-51.54831 -15.39153 11864.28814 0.00000 -436.52793 286.52793 30.24761
-51.54068 -15.39153 11864.28814 847.44915 -436.26116 286.26116 48.38823
-51.53305 -15.39153 11864.28814 1694.89831 -435.99439 285.99439 53.38472
-51.52542 -15.39153 11864.28814 2542.34746 -435.72762 285.72762 73.41083
-51.51780 -15.39153 11864.28814 3389.79661 -435.46084 285.46084 100.22399
-51.51017 -15.39153 11864.28814 4237.24576 -435.23018 285.23018 138.83312
-51.50254 -15.39153 11864.28814 5084.69492 -435.15118 285.15118 209.27892
-51.49492 -15.39153 11864.28814 5932.14407 -435.21192 285.21192 349.51982
-51.48729 -15.39153 11864.28814 6779.59322 -435.41746 285.41746 651.64927
-51.47966 -15.39153 11864.28814 7627.04237 -435.75193 285.75193 1072.63255
-51.47203 -15.39153 11864.28814 8474.49153 -436.09452 286.09452 1377.35169
-51.46441 -15.39153 11864.28814 9321.94068 -436.43710 286.43710 1441.86215
-51.45678 -15.39153 11864.28814 10169.38983 -436.77969 286.77969 1421.97811
-51.44915 -15.39153 11864.28814 11016.83898 -437.12227 287.12227 965.74803
-51.44153 -15.39153 11864.28814 11864.28814 -437.46485 287.46485 648.31935
-51.43390 -15.39153 11864.28814 12711.73729 -437.80744 287.80744 391.32920
-51.42627 -15.39153 11864.28814 13559.18644 -438.08542 288.08542 184.11097
-51.41864 -15.39153 11864.28814 14406.63559 -438.14350 288.14350 80.70531
-51.41102 -15.39153 11864.28814 15254.08475 -438.00286 288.00286 19.46959
-51.40339 -15.39153 11864.28814 16101.53390 -437.65301 287.65301 49.31461
-51.39576 -15.39153 11864.28814 16948.98305 -437.13164 287.13164 59.43167
-51.38814 -15.39153 11864.28814 17796.43220 -436.60406 286.60406 32.30840
-51.38051 -15.39153 11864.28814 18643.88136 -436.07647 286.07647 -13.90904
-51.37288 -15.39153 11864.28814 19491.33051 -435.54889 285.54889 -38.75725
-51.36525 -15.39153 11864.28814 20338.77966 -435.02130 285.02130 -51.42039
-51.35763 -15.39153 11864.28814 21186.22881 -434.49371 284.49371 -29.19200
-51.35000 -15.39153 11864.28814 22033.67797 -433.96613 283.96613 -22.87534
-51.54831 -15.38644 12429.25424 0.00000 -436.12714 286.12714 29.20760
-51.54068 -15.38644 12429.25424 847.44915 -435.86951 285.86951 37.40343
-51.53305 -15.38644 12429.25424 1694.89831 -435.61188 285.61188 60.60192
-51.52542 -15.38644 12429.25424 2542.34746 -435.35425 285.35425 94.29547
-51.51780 -15.38644 12429.25424 3389.79661 -435.09662 285.09662 132.17702
-51.51017 -15.38644 12429.25424 4237.24576 -434.89438 284.89438 181.09499
-51.50254 -15.38644 12429.25424 5084.69492 -434.84392 284.84392 256.13426
-51.49492 -15.38644 12429.25424 5932.14407 -434.92701 284.92701 365.89833
-51.48729 -15.38644 12429.25424 6779.59322 -435.14799 285.14799 537.06346
-51.47966 -15.38644 12429.25424 7627.04237 -435.50904 285.50904 787.27431
-51.47203 -15.38644 12429.25424 8474.49153 -435.88912 285.88912 970.98448
-51.46441 -15.38644 12429.25424 9321.94068 -436.26920 286.26920 1013.19537
-51.45678 -15.38644 12429.25424 10169.38983 -436.64928 286.64928 1042.98719
-51.44915 -15.38644 12429.25424 11016.83898 -437.02936 287.02936 869.24647
-51.44153 -15.38644 12429.25424 11864.28814 -437.40944 287.40944 604.30910
-51.43390 -15.38644 12429.25424 12711.73729 -437.78952 287.78952 374.82819
-51.42627 -15.38644 12429.25424 13559.18644 -438.07320 288.07320 216.84747
-51.41864 -15.38644 12429.25424 14406.63559 -438.13612 288.13612 107.70025
-51.41102 -15.38644 12429.25424 15254.08475 -438.00552 288.00552 42.79030
-51.40339 -15.38644 12429.25424 16101.53390 -437.67228 287.67228 14.26473
-51.39576 -15.38644 12429.25424 16948.98305 -437.14398 287.14398 -0.14908
-51.38814 -15.38644 12429.25424 17796.43220 -436.59661 286.59661 -11.88980
-51.38051 -15.38644 12429.25424 18643.88136 -436.04924 286.04924 -18.49161
-51.37288 -15.38644 12429.25424 19491.33051 -435.50187 285.50187 -4.74290
-51.36525 -15.38644 12429.25424 20338.77966 -434.95450 284.95450 -35.19094
-51.35763 -15.38644 12429.25424 21186.22881 -434.40713 284.40713 -88.78553
-51.35000 -15.38644 12429.25424 22033.67797 -433.85977 283.85977 -76.02384
-51.54831 -15.38136 12994.22034 0.00000 -435.72634 285.72634 30.45134
-51.54068 -15.38136 12994.22034 847.44915 -435.47785 285.47785 41.24174
-51.53305 -15.38136 12994.22034 1694.89831 -435.22937 285.22937 60.08107
-51.52542 -15.38136 12994.22034 2542.34746 -434.98089 284.98089 97.71582
-51.51780 -15.38136 12994.22034 3389.79661 -434.73240 284.73240 142.82881
-51.51017 -15.38136 12994.22034 4237.24576 -434.55425 284.55425 197.05021
-51.50254 -15.38136 12994.22034 5084.69492 -434.52822 284.52822 272.30862
-51.49492 -15.38136 12994.22034 5932.14407 -434.63444 284.63444 369.24654
-51.48729 -15.38136 12994.22034 6779.59322 -434.87695 284.87695 486.22994
-51.47966 -15.38136 12994.22034 7627.04237 -435.26615 285.26615 628.43885
-51.47203 -15.38136 12994.22034 8474.49153 -435.68372 285.68372 731.47369
-51.46441 -15.38136 12994.22034 9321.94068 -436.10130 286.10130 763.62648
-51.45678 -15.38136 12994.22034 10169.38983 -436.51888 286.51888 790.50364
-51.44915 -15.38136 12994.22034 11016.83898 -436.93646 286.93646 723.34560
-51.44153 -15.38136 12994.22034 11864.28814 -437.35403 287.35403 525.47513
-51.43390 -15.38136 12994.22034 12711.73729 -437.77161 287.77161 344.41384
-51.42627 -15.38136 12994.22034 13559.18644 -438.06723 288.06723 220.94888
-51.41864 -15.38136 12994.22034 14406.63559 -438.14000 288.14000 122.69412
-51.41102 -15.38136 12994.22034 15254.08475 -438.01789 288.01789 58.85612
-51.40339 -15.38136 12994.22034 16101.53390 -437.69229 287.69229 16.21962
-51.39576 -15.38136 12994.22034 16948.98305 -437.15631 287.15631 -8.09748
-51.38814 -15.38136 12994.22034 17796.43220 -436.58916 286.58916 -19.53384
-51.38051 -15.38136 12994.22034 18643.88136 -436.02201 286.02201 -20.54367
-51.37288 -15.38136 12994.22034 19491.33051 -435.45486 285.45486 -7.53728
-51.36525 -15.38136 12994.22034 20338.77966 -434.88771 284.88771 -19.73316
-51.35763 -15.38136 12994.22034 21186.22881 -434.32056 284.32056 -68.07022
-51.35000 -15.38136 12994.22034 22033.67797 -433.75346 283.75346 -78.10281
-51.54831 -15.37627 13559.18644 0.00000 -435.32554 285.32554 32.39082
-51.54068 -15.37627 13559.18644 847.44915 -435.08620 285.08620 50.02726
-51.53305 -15.37627 13559.18644 1694.89831 -434.84686 284.84686 57.45645
-51.52542 -15.37627 13559.18644 2542.34746 -434.60752 284.60752 96.25731
-51.51780 -15.37627 13559.18644 3389.79661 -434.36818 284.36818 146.66040
-51.51017 -15.37627 13559.18644 4237.24576 -434.20791 284.20791 203.89319
-51.50254 -15.37627 13559.18644 5084.69492 -434.20298 284.20298 276.34287
-51.49492 -15.37627 13559.18644 5932.14407 -434.33297 284.33297 367.01259
-51.48729 -15.37627 13559.18644 6779.59322 -434.60187 284.60187 459.60786
-51.47966 -15.37627 13559.18644 7627.04237 -435.02325 285.02325 523.46671
-51.47203 -15.37627 13559.18644 8474.49153 -435.47833 285.47833 554.45537
-51.46441 -15.37627 13559.18644 9321.94068 -435.93340 285.93340 567.88999
-51.45678 -15.37627 13559.18644 10169.38983 -436.38848 286.38848 587.92437
-51.44915 -15.37627 13559.18644 11016.83898 -436.84355 286.84355 566.32055
-51.44153 -15.37627 13559.18644 11864.28814 -437.29862 287.29862 436.81847
-51.43390 -15.37627 13559.18644 12711.73729 -437.75369 287.75369 308.82598
-51.42627 -15.37627 13559.18644 13559.18644 -438.07065 288.07065 215.87872
-51.41864 -15.37627 13559.18644 14406.63559 -438.15748 288.15748 131.53386
-51.41102 -15.37627 13559.18644 15254.08475 -438.04253 288.04253 71.65584
-51.40339 -15.37627 13559.18644 16101.53390 -437.71713 287.71713 28.35289
-51.39576 -15.37627 13559.18644 16948.98305 -437.16864 287.16864 0.51905
-51.38814 -15.37627 13559.18644 17796.43220 -436.58171 286.58171 -15.64480
-51.38051 -15.37627 13559.18644 18643.88136 -435.99478 285.99478 -22.10147
-51.37288 -15.37627 13559.18644 19491.33051 -435.40784 285.40784 -16.30398
-51.36525 -15.37627 13559.18644 20338.77966 -434.82091 284.82091 -6.55913
-51.35763 -15.37627 13559.18644 21186.22881 -434.23398 284.23398 -29.43009
-51.35000 -15.37627 13559.18644 22033.67797 -433.64736 283.64736 -64.54600
-51.54831 -15.37119 14124.15254 0.00000 -434.92475 284.92475 34.16767
-51.54068 -15.37119 14124.15254 847.44915 -434.69455 284.69455 55.10601
-51.53305 -15.37119 14124.15254 1694.89831 -434.46435 284.46435 66.73704
-51.52542 -15.37119 14124.15254 2542.34746 -434.23416 284.23416 109.41830
-51.51780 -15.37119 14124.15254 3389.79661 -434.00396 284.00396 157.73480
-51.51017 -15.37119 14124.15254 4237.24576 -433.85406 283.85406 205.43268
-51.50254 -15.37119 14124.15254 5084.69492 -433.86700 283.86700 267.60308
-51.49492 -15.37119 14124.15254 5932.14407 -434.02137 284.02137 365.06674
-51.48729 -15.37119 14124.15254 6779.59322 -434.32141 284.32141 460.07393
