  -1.499600E+01      -1.499400E+01       4.509722E+01
  -1.451989E+01      -1.499400E+01       2.251437E+01
  -1.404378E+01      -1.499400E+01       2.093223E+01
  -1.356767E+01      -1.499400E+01       1.594273E+01
  -1.309156E+01      -1.499400E+01       1.753599E+01
  -1.261544E+01      -1.499400E+01       1.157458E+01
  -1.213933E+01      -1.499400E+01       2.140576E+01
  -1.166322E+01      -1.499400E+01       1.394382E+01
  -1.118711E+01      -1.499400E+01       1.644734E+01
  -1.071100E+01      -1.499400E+01       1.259370E+01
  -1.023489E+01      -1.499400E+01       1.246777E+01
  -9.758778E+00      -1.499400E+01       1.854571E+01
  -9.282667E+00      -1.499400E+01       2.787171E+01
  -8.806556E+00      -1.499400E+01       7.828897E+00
  -8.330444E+00      -1.499400E+01       4.517616E+01
  -7.854333E+00      -1.499400E+01       9.330424E+01
  -7.378222E+00      -1.499400E+01       4.678234E+01
  -6.902111E+00      -1.499400E+01      -1.683906E+02
  -6.426000E+00      -1.499400E+01      -1.628969E+02
  -5.949889E+00      -1.499400E+01      -1.525804E+02
  -5.473778E+00      -1.499400E+01      -3.604423E+01
  -4.997667E+00      -1.499400E+01       6.815571E+01
  -4.521556E+00      -1.499400E+01       1.785000E+02
  -4.045444E+00      -1.499400E+01       2.219561E+02
  -3.569333E+00      -1.499400E+01       1.391779E+02
  -3.093222E+00      -1.499400E+01       6.923261E+00
  -2.617111E+00      -1.499400E+01       6.964117E+01
  -2.141000E+00      -1.499400E+01       1.503351E+02
  -1.664889E+00      -1.499400E+01      -2.557170E+01
  -1.188778E+00      -1.499400E+01      -1.832181E+02
  -7.126667E-01      -1.499400E+01      -6.968040E+01
  -2.365556E-01      -1.499400E+01      -4.387013E+01
   2.395556E-01      -1.499400E+01      -6.388858E+01
   7.156667E-01      -1.499400E+01      -7.420644E+01
   1.191778E+00      -1.499400E+01      -1.808107E+01
   1.667889E+00      -1.499400E+01      -4.228599E+01
   2.144000E+00      -1.499400E+01      -1.371577E+02
   2.620111E+00      -1.499400E+01      -3.749902E+02
   3.096222E+00      -1.499400E+01       5.371706E+01
   3.572333E+00      -1.499400E+01       1.045693E+02
   4.048444E+00      -1.499400E+01      -1.086352E+01
   4.524556E+00      -1.499400E+01       1.874255E+02
   5.000667E+00      -1.499400E+01       3.255119E+01
   5.476778E+00      -1.499400E+01      -1.997544E+02
   5.952889E+00      -1.499400E+01      -1.316433E+02
   6.429000E+00      -1.499400E+01       1.238036E+01
   6.905111E+00      -1.499400E+01       5.359838E+01
   7.381222E+00      -1.499400E+01       8.679556E+01
   7.857333E+00      -1.499400E+01      -8.303022E+01
   8.333444E+00      -1.499400E+01      -4.684707E+01
   8.809556E+00      -1.499400E+01      -3.981222E+01
   9.285667E+00      -1.499400E+01      -2.900502E+01
   9.761778E+00      -1.499400E+01      -3.270499E+01
   1.023789E+01      -1.499400E+01      -1.454568E+01
   1.071400E+01      -1.499400E+01      -2.385130E+01
   1.119011E+01      -1.499400E+01      -5.398790E+00
   1.166622E+01      -1.499400E+01      -1.450430E+01
   1.214233E+01      -1.499400E+01      -4.647247E+00
   1.261844E+01      -1.499400E+01      -6.580728E+00
   1.309456E+01      -1.499400E+01       2.425055E+00
   1.357067E+01      -1.499400E+01      -8.010734E-01
   1.404678E+01      -1.499400E+01       1.668723E+01
   1.452289E+01      -1.499400E+01       1.197208E+01
   1.499900E+01      -1.499400E+01       6.236035E+01
  -1.499600E+01      -1.451795E+01       4.979532E+01
