681

0.354	-0.236	0	-0.5383	1.10187	-4.85671	2.42883	1.40253	-2.25178	-2.5044
0.495	0.012	0	-10.56149	-2.96779	-2.4941	1.14802	5.21837	-3.39379	-2.25057
0.663	0.498	0	-1.14742	-0.78644	1.6456	-0.50788	1.93709	-1.12323	-1.15065
0.534	0.755	0	2.7373	0.57757	1.84049	-0.72731	0.43584	-0.69871	-1.01342
0.977	-0.746	0	-0.14983	0.09336	-0.44172	0.08885	0.19042	-0.09486	-0.28379
0.2	-0.341	0	9.61025	4.31676	-4.18941	3.02988	-1.58905	-1.39664	-2.72772
0.256	-0.56	0	4.88647	2.11776	-1.54335	0.9492	-0.84709	-0.36755	-1.27067
-0.677	0.844	0	-0.2168	0.47774	-1.27719	-0.38264	0.30118	0.38085	-0.77892
0.181	-0.249	0	11.63076	5.53022	-6.92353	5.31774	-1.77113	-2.81853	-3.75908
0.536	-0.933	0	1.0344	0.51848	-0.48661	0.16406	-0.14456	-0.08208	-0.37392
-0.289	0.675	0	5.38278	3.90185	-3.49781	-2.76209	-1.67669	1.51533	-2.22516
0.55	-0.489	0	0.39789	0.60047	-1.51731	0.5148	0.31781	-0.43809	-0.91828
0.596	-0.029	0	-6.57221	-1.77183	-1.74704	0.65405	3.43008	-1.85388	-1.65825
0.694	-0.944	0	0.55535	0.33989	-0.44306	0.11928	-0.03294	-0.07554	-0.30695
-0.021	-0.38	0	22.16334	7.38259	-0.85034	3.72881	-4.2237	-0.14822	-3.15889
-0.88	-0.307	0	0.48349	-0.28205	1.05296	0.22465	1.05418	0.40147	-0.77214
-0.63	0.856	0	0.09563	0.63186	-1.34956	-0.43904	0.19484	0.39944	-0.8267
-0.843	-0.983	0	1.23215	0.27807	0.39499	0.09	-0.00828	0.06356	-0.26978
-0.353	0.602	0	1.84501	3.09468	-4.79699	-2.92377	-0.56038	2.26787	-2.53429
0.775	0.017	0	-3.90399	-1.15663	-0.64376	0.1966	2.18487	-0.89514	-1.02824
0.047	0.302	0	-6.60309	-0.14617	24.61644	-37.81616	-20.19259	-22.7424	20.33876
0.013	0.896	0	7.61619	3.06223	0.28406	-1.43517	-1.75729	-0.04049	-1.30494
0.435	0.982	0	3.41728	1.01035	1.0879	-0.51781	-0.27434	-0.28923	-0.73601
