681

-2.129	-1.59	0	13.23197	-1.69818	9.56454	6.68616	3.96069	8.95053	-2.26251
0.027	-0.945	0	-28.21024	17.04633	-1.98309	68.10504	-52.18854	-1.94897	35.14221
-2.899	-2.723	0	8.38615	0.76654	4.30986	2.22236	1.30656	2.36595	-2.0731
0.79	-3.171	0	4.70324	7.18566	-3.14096	5.96729	-4.63688	-1.48692	-2.54879
-1.497	-3.049	0	15.77953	5.01662	4.8812	4.89414	-2.52749	2.40313	-2.48912
2.53	3.647	0	9.02378	2.0195	3.10017	-1.82309	-0.29862	-1.26474	-1.72088
3.092	1.098	0	-4.79826	-3.88017	4.18877	-2.03405	6.42408	-5.72623	-2.54391
1.534	-1.291	0	-52.88298	-3.18856	-15.1723	13.97665	2.07322	-16.60878	1.11534
-0.784	3.908	0	11.06742	4.99778	-1.6565	-3.15976	-2.93133	0.63358	-2.06645
1.171	1.686	0	31.82506	4.88674	13.97086	-16.97372	-5.53762	-11.78402	0.65088
1.584	1.963	0	22.46367	3.28159	10.66192	-9.96182	-1.32794	-8.03848	-1.95364
0.25	1.751	0	54.03775	15.22939	5.04246	-27.36877	-19.42683	-3.90123	4.19744
1.692	1.57	0	15.12605	-0.37092	12.54357	-10.82798	1.49692	-11.66413	-1.126
-3.505	-2.052	0	4.54674	-1.00696	3.58213	1.52633	3.01348	2.60679	-2.00653
1.89	-0.275	0	-63.86761	-16.81399	-4.66903	3.43875	14.63802	-23.66416	2.17597
-1.144	-2.449	0	22.26819	7.38211	7.41978	9.67008	-5.04363	4.51531	-2.33848
0.61	3.548	0	18.3492	6.2983	1.81396	-4.45814	-3.93788	-0.76666	-2.36042
0.522	-1.085	0	-72.9742	6.7092	-21.20789	44.92997	-27.21337	-21.59862	20.50417
2.943	-3.602	0	-3.09533	1.37302	-2.8837	1.4546	0.19918	-1.18837	-1.5722
-1.256	1.325	0	3.69282	-0.72557	-17.33765	-18.92327	-2.58672	17.93483	3.31229
-3.079	3.733	0	0.97472	1.23101	-2.61201	-1.25666	0.21955	1.03669	-1.45056
1.688	1.1	0	-0.75108	-6.68461	13.98838	-11.72398	5.67345	-17.99563	1.01117
2.863	3.716	0	7.36392	1.50661	2.78445	-1.44279	0.03886	-1.11179	-1.54547
1.713	-2.397	0	-11.88733	3.95015	-7.80248	6.82352	-1.38928	-4.87715	-2.56087
-0.778	1.674	0	27.16061	9.53296	-13.09433	-23.16694	-12.56001	10.76572	3.02705
-2.927	0.48	0	-7.84342	-6.43051	-2.60297	-1.33291	8.99861	8.11966	-2.56811
1.546	-1.233	0	-55.79149	-4.19181	-15.28478	13.91054	2.79477	-17.44843	1.39704
1.374	-1.108	0	-69.48687	-5.94885	-17.67259	17.40827	1.70427	-21.581	4.24458
3.399	1.308	0	-2.41501	-2.76159	3.54761	-1.56482	5.09236	-4.06647	-2.33078
1.042	-2.293	0	-8.25347	8.16181	-8.23778	11.69586	-6.21834	-5.31594	-1.94347
-2.164	-3.062	0	12.11137	2.77872	4.6685	3.23149	-0.52825	2.28366	-2.25047
-1.852	1.992	0	2.99657	1.87928	-9.5436	-7.68458	0.48431	7.14346	-2.36359
1.76	1.703	0	16.01307	0.48652	11.44396	-9.58515	1.23798	-9.90502	-1.7245
1.664	-3.165	0	-2.20186	4.31407	-4.54244	4.09419	-1.93651	-2.15274	-2.37756
3.219	3.595	0	6.05857	1.02391	2.66328	-1.2258	0.43503	-1.09775	-1.45894
-3.954	-2.644	0	3.82124	-0.31108	2.56915	0.9634	1.81396	1.44097	-1.50288
-2.072	3.971	0	4.3531	2.69677	-2.65386	-1.90484	-1.00509	0.99384	-1.69169
1.169	-2.741	0	-2.28036	6.87142	-5.82226	7.4664	-4.29894	-3.18396	-2.57248
-1.935	-0.064	0	-13.13568	-17.01374	1.07139	0.77411	15.15279	23.26693	1.86095
-1.122	-1.508	0	26.90676	3.52965	16.03204	19.7817	-6.08681	14.7194	2.55716
-0.953	1.409	0	16.2118	4.33553	-17.54015	-24.5346	-9.71091	16.60446	5.37538
-1.174	-3.268	0	15.14191	5.75667	3.74131	4.78079	-3.31198	1.71772	-2.44469
-3.726	2.991	0	-1.1658	0.14978	-2.68294	-1.06732	1.33916	1.3298	-1.48894
2.369	-2.376	0	-12.31085	1.27357	-6.33329	4.01327	1.23714	-4.00175	-2.51071
1.345	3.482	0	16.44736	4.83822	3.36515	-3.74913	-2.57443	-1.44809	-2.2638
2.831	0.883	0	-8.78445	-5.4147	4.62895	-2.45029	7.98277	-7.85606	-2.56806
2.489	1.992	0	8.29164	-0.25751	6.87611	-4.14671	2.83104	-5.18129	-2.57352
2.686	2.758	0	9.17117	1.21068	4.65881	-2.59606	0.96244	-2.52782	-2.17313
3.187	1.55	0	0.00924	-2.27303	4.4246	-2.08286	4.67231	-4.28251	-2.39928
-1.417	-0.37	0	-11.97031	-24.88456	10.90484	9.56347	13.97244	36.57764	10.91212
-2.749	-1.128	0	3.81216	-4.48798	5.69919	3.10738	7.05791	7.57061	-2.56993
3.802	-3.507	0	-3.43353	0.44859	-2.23057	0.86637	0.80826	-0.93904	-1.25685
-1.742	-0.394	0	-7.52005	-18.04718	7.67966	5.99369	14.13633	26.47494	3.91084
-3.819	2.208	0	-2.7411	-0.80689	-2.91228	-1.13485	2.54758	1.96318	-1.74069
1.169	3.53	0	16.88625	5.1871	3.01233	-3.86129	-2.91314	-1.27851	-2.27396
0.187	0.398	0	-174.55606	-87.29002	4.99757	-86.16706	-95.64085	-40.44239	182.93087
-2.611	3.182	0	1.77041	1.75995	-3.90328	-2.232	0.20443	1.83114	-1.96438
-0.269	0.918	0	55.83661	11.63494	-18.52095	-64.37145	-46.01463	18.89856	34.37969
-2.338	-3.738	0	8.88164	2.34388	3.02574	1.92609	-0.6015	1.20465	-1.74238
-3.188	3.374	0	0.29651	0.95706	-2.95315	-1.37524	0.62146	1.29932	-1.57852
-2.987	-1.711	0	6.15243	-1.80019	5.16942	2.5973	4.26334	4.53429	-2.46315
-0.979	1.043	0	1.78146	-4.52918	-22.7912	-28.56351	-7.40435	26.81859	11.93353
-1.651	2.698	0	8.22726	4.54834	-6.37569	-5.7957	-1.96958	3.54646	-2.57876
3.211	1.618	0	0.53136	-2.05806	4.37622	-2.04375	4.42159	-4.05592	-2.36353
2.744	2.787	0	8.76308	1.13252	4.4934	-2.44978	0.99318	-2.41209	-2.12571
-3.261	-1.493	0	3.71278	-2.39493	4.14589	1.90683	4.76519	4.16596	-2.37026
-0.79	-2.739	0	19.97242	8.68642	4.67563	8.85722	-6.18148	2.55383	-2.50494
-3.128	-2.095	0	6.51547	-0.7489	4.53719	2.17229	2.98772	3.24376	-2.23883
-2.668	-2.004	0	9.50368	-0.52445	6.15483	3.46365	3.04412	4.61038	-2.51967
-2.743	-1.648	0	7.54771	-1.99975	6.17652	3.3806	4.57045	5.62706	-2.5707
0.669	-1.977	0	-9.42704	11.40842	-8.84393	18.89571	-11.75512	-6.38953	0.34671
-2.136	-3.375	0	11.00756	2.85975	3.8646	2.70405	-0.79976	1.71154	-2.05999
-1.448	-3.265	0	14.46334	4.89917	4.09792	4.24326	-2.51891	1.88264	-2.38026
1.468	-3.331	0	-0.06003	4.73937	-3.91138	3.99316	-2.40732	-1.76061	-2.33205
-2.381	-2.816	0	11.53517	2.00455	5.07488	3.19493	0.29305	2.70129	-2.2976
-3.05	3.293	0	0.49768	1.08811	-3.20916	-1.56438	0.59681	1.44921	-1.68493
-2.591	0.318	0	-9.56612	-8.90098	-2.48771	-1.42659	11.07072	11.62791	-2.16975
0.621	-3.811	0	6.15667	5.47119	-1.46978	3.541	-3.30694	-0.57714	-2.16425
0.318	1.456	0	60.70132	14.78814	9.12063	-35.95202	-24.96644	-7.85457	10.17829
0.309	-0.633	0	-188.40202	-6.50917	-33.82687	98.36483	-59.22407	-48.06022	65.73324
2.71	3.565	0	8.31635	1.71286	3.11995	-1.71234	-0.02019	-1.30157	-1.69267
3.934	1.131	0	-3.27795	-2.42567	2.14085	-0.81245	4.40732	-2.82663	-1.98166
1.424	1.397	0	17.69123	-0.89794	15.49651	-15.35707	-0.31723	-15.64751	1.21517
2.897	0.177	0	-19.52168	-7.15245	1.03545	-0.53513	9.69229	-8.73834	-2.53984
1.756	-0.864	0	-64.43947	-10.51221	-12.59197	10.0592	8.89	-20.4481	1.62221
0.288	-0.59	0	-222.77341	-16.2726	-31.96272	110.49215	-66.04749	-54.07554	82.32009
0.215	-2.328	0	9.79067	12.75981	-2.25989	15.37794	-11.48986	-1.42088	-1.26996
-3.625	2.645	0	-1.75099	-0.13989	-3.06755	-1.25842	1.82586	1.72465	-1.68597
1.612	-0.078	0	-80.68024	-23.52875	-1.93826	1.56703	16.39554	-32.35355	7.13321
-1.471	0.596	0	-22.09701	-18.55346	-14.22129	-12.50403	10.80682	30.87833	7.74665
3.132	-0.419	0	-19.93421	-5.63338	-1.88775	0.90461	8.21276	-6.75622	-2.57938
3.683	0.012	0	-11.12588	-4.00845	0.03435	-0.01398	6.30892	-4.19833	-2.30047
-3.183	0.373	0	-6.45778	-5.50031	-1.61335	-0.76099	8.06975	6.48999	-2.56944
0.107	-3.965	0	8.31134	5.3798	-0.23503	3.27424	-3.2984	-0.08861	-2.08141
1.621	1.185	0	4.36996	-5.20288	14.644	-12.77264	4.11805	-17.46878	1.08483
1.299	-0.437	0	-119.64298	-25.94619	-14.43985	13.32087	12.05771	-39.54583	13.88848
-2.808	0.896	0	-8.09147	-5.43457	-4.77375	-2.54715	7.99599	7.97932	-2.56143
-1.948	-2.553	0	15.67998	3.11821	6.69651	5.16108	-0.55067	3.9374	-2.56754
-0.368	-1.21	0	19.98021	12.56049	14.38545	44.64603	-30.4132	13.56553	17.85271
-3.055	0.633	0	-7.32028	-5.46661	-2.92885	-1.43887	8.05155	6.93949	-2.58493
-2.924	3.234	0	0.75044	1.23662	-3.44178	-1.75266	0.54176	1.58464	-1.77838
-0.508	-0.54	0	1.91312	-26.02332	42.62055	72.74252	-31.26394	68.41056	57.28726
-1.399	-2.739	0	18.56121	5.73785	6.1385	6.5845	-3.15118	3.36177	-2.58667
-1.433	1.732	0	7.23416	2.85216	-12.85617	-13.03277	-2.05153	10.78213	-0.80063
-3.867	2.1	0	-2.94437	-0.96671	-2.83641	-1.09177	2.71543	2.01025	-1.74871
1.797	-2.631	0	-8.36978	3.85303	-6.57299	5.48988	-1.27905	-3.75019	-2.57397
2.923	3.223	0	7.62923	1.23165	3.45969	-1.76266	0.55316	-1.59827	-1.7848
3.905	-2.387	0	-6.91148	-0.58594	-2.72793	1.03776	2.20884	-1.69759	-1.6229
-3.878	-0.364	0	-2.35291	-3.38782	0.8436	0.32544	5.5257	3.46915	-2.13788
0.05	0.442	0	-139.37086	-84.27204	1.48796	-96.24269	-97.6225	-10.85525	181.89455
-0.79	0.404	0	-49.19417	-41.46121	-30.03679	-33.94076	1.85912	66.32235	39.60209
1.57	1.35	0	12.05397	-2.44756	14.56247	-13.22026	1.96275	-15.37289	0.48481
-1.117	1.187	0	3.26761	-2.19065	-19.79755	-23.20006	-4.59434	21.83437	6.78498
-2.437	-2.469	0	11.74346	1.29934	5.89285	3.62845	1.1478	3.58209	-2.44714
-3.969	3.002	0	-1.32196	0.01008	-2.38076	-0.88731	1.35677	1.17307	-1.36686
1.186	-1.453	0	-47.6014	2.04382	-16.45038	19.18535	-4.66055	-15.67012	2.61673
-0.556	3.677	0	13.90071	5.96046	-1.49164	-4.02317	-3.68622	0.60789	-2.27424
0.185	-0.124	0	-289.8179	-100.68184	-0.59998	22.49424	-100.19439	-33.45469	200.87623
-1.255	-1.053	0	18.20196	-6.73884	19.43206	20.32161	0.11232	24.21734	6.62652
-1.528	2.464	0	9.69242	5.04691	-7.61489	-7.45934	-2.50858	4.62624	-2.53833
2.069	-1.128	0	-42.97909	-5.92089	-10.24034	7.25446	7.27603	-13.30455	-1.35514
0.485	1.028	0	55.89399	6.38964	22.19834	-48.56573	-30.13201	-22.93562	23.74237
1.213	-2.187	0	-13.29553	6.80222	-9.38691	11.43812	-4.91064	-6.3455	-1.89158
-0.046	-1.32	0	1.39153	16.87762	1.72727	43.93382	-32.53378	1.53394	15.65616
1.988	-0.423	0	-58.57114	-14.22237	-6.1604	4.3957	13.38185	-20.63323	0.84052
1.922	-1.045	0	-50.61866	-7.20289	-11.43671	8.59555	7.6204	-15.81311	-0.4175
-0.703	0.354	0	-54.55971	-49.48657	-33.14505	-40.38606	-0.37717	80.18884	49.86374
0.299	-3.336	0	9.23685	7.51117	-1.12821	5.67394	-4.99776	-0.50765	-2.51341
3.555	0.745	0	-6.98625	-3.70719	2.13828	-0.90188	6.04505	-4.30234	-2.33786
3.842	-3.393	0	-3.71915	0.35774	-2.27315	0.87389	0.92411	-0.98952	-1.28185
-1.527	3.39	0	8.43433	4.48289	-3.78319	-3.71129	-2.20826	1.67231	-2.27462
0.178	-1.332	0	-16.63054	16.07981	-6.38849	42.52599	-30.89278	-5.68058	14.81297
-1.049	-2.552	0	21.6518	7.83859	6.55856	9.33535	-5.42382	3.83674	-2.41477
3.721	-0.36	0	-12.14168	-3.76441	-0.955	0.38445	6.02325	-3.97729	-2.25885
-3.327	-2.449	0	6.01859	-0.19545	3.76613	1.68953	2.14773	2.29498	-1.95229
-1.891	2.396	0	4.8412	3.07821	-7.48571	-5.93661	-0.49262	4.68719	-2.5856
-3.569	-2.957	0	5.25757	0.23924	2.91783	1.21377	1.3442	1.46516	-1.58344
1.762	1.459	0	11.00673	-1.86427	12.52916	-10.36829	2.88323	-12.51709	-1.01896
-0.78	-3.651	0	12.49122	5.69867	2.04432	3.9277	-3.43546	0.83896	-2.26321
-1.905	-3.259	0	12.60908	3.50776	4.25099	3.34125	-1.27639	1.95376	-2.23137
2.079	0.151	0	-42.67871	-14.63611	2.11417	-1.45242	14.26243	-19.95873	0.37368
0.355	2.503	0	35.50389	11.42274	3.02416	-12.60121	-9.4533	-1.78866	-1.96944
0.697	-0.995	0	-96.06326	-0.80541	-25.29054	40.33749	-19.19458	-28.25562	20
0.353	-2.461	0	7.71554	11.64609	-3.14482	13.14616	-9.80058	-1.88792	-1.84551
0.518	-1.618	0	-20.20753	12.69852	-10.98076	28.26366	-18.10464	-9.04387	5.40611
-0.088	1.648	0	53.44399	16.26709	-2.09334	-31.1705	-22.63761	1.67237	6.37051
-3.029	3.988	0	1.28883	1.32776	-2.34576	-1.14536	0.02118	0.86996	-1.34895
-0.768	3.253	0	15.86594	6.9687	-2.85471	-5.58115	-4.45185	1.31735	-2.51685
-3.06	-1.314	0	3.65486	-3.16873	4.66654	2.28951	5.69141	5.33038	-2.52268
