   0.000000E+00       0.000000E+00       0.000000E+00       0.000000E+00
   2.062495E-01       0.000000E+00      -6.169386E+01       3.854398E+01
   4.124990E-01       0.000000E+00      -6.169386E+01       3.854398E+01
   6.187486E-01       0.000000E+00      -6.169386E+01       3.854398E+01
   8.249981E-01       0.000000E+00      -6.169386E+01       3.854398E+01
   1.031248E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   1.237497E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   1.443747E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   1.649996E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   1.856246E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   2.062495E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   2.268745E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   2.474994E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   2.681244E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   2.887493E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   3.093743E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   3.299992E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   3.506242E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   3.712491E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   3.918741E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   4.124990E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   4.331240E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   4.537489E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   4.743739E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   4.949988E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   5.156238E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   5.362487E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   5.568737E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   5.774986E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   5.981236E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   6.187486E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   6.393735E+00       0.000000E+00      -6.169386E+01       3.854398E+01
   6.599985E+00       0.000000E+00      -6.169386E+01       3.854398E+01
  -6.393735E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -6.187486E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -5.981236E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -5.774986E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -5.568737E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -5.362487E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -5.156238E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -4.949988E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -4.743739E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -4.537489E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -4.331240E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -4.124990E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -3.918741E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -3.712491E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -3.506242E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -3.299992E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -3.093743E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -2.887493E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -2.681244E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -2.474994E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -2.268745E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -2.062495E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -1.856246E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -1.649996E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -1.443747E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -1.237497E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -1.031248E+00       0.000000E+00       6.169386E+01       3.854398E+01
  -8.249981E-01       0.000000E+00       6.169386E+01       3.854398E+01
  -6.187486E-01       0.000000E+00       6.169386E+01       3.854398E+01
  -4.124990E-01       0.000000E+00       6.169386E+01       3.854398E+01
  -2.062495E-01       0.000000E+00       6.169386E+01       3.854398E+01
   0.000000E+00       2.062062E-01      -1.993742E-01      -1.006213E+00
   2.062495E-01       2.062062E-01      -3.915763E-01      -1.612484E+00
   4.124990E-01       2.062062E-01      -1.128544E+00      -3.253736E+00
   6.187486E-01       2.062062E-01      -2.422261E+00      -5.316420E+00
   8.249981E-01       2.062062E-01      -4.203063E+00      -7.465986E+00
   1.031248E+00       2.062062E-01      -6.374656E+00      -9.516848E+00
   1.237497E+00       2.062062E-01      -8.841486E+00      -1.136489E+01
   1.443747E+00       2.062062E-01      -1.151652E+01      -1.295407E+01
   1.649996E+00       2.062062E-01      -1.432326E+01      -1.425877E+01
   1.856246E+00       2.062062E-01      -1.719614E+01      -1.527361E+01
   2.062495E+00       2.062062E-01      -2.008035E+01      -1.600678E+01
   2.268745E+00       2.062062E-01      -2.293129E+01      -1.647540E+01
   2.474994E+00       2.062062E-01      -2.571385E+01      -1.670211E+01
   2.681244E+00       2.062062E-01      -2.840141E+01      -1.671246E+01
   2.887493E+00       2.062062E-01      -3.097481E+01      -1.653308E+01
   3.093743E+00       2.062062E-01      -3.342112E+01      -1.619027E+01
   3.299992E+00       2.062062E-01      -3.573272E+01      -1.570912E+01
   3.506242E+00       2.062062E-01      -3.790611E+01      -1.511289E+01
   3.712491E+00       2.062062E-01      -3.994113E+01      -1.442271E+01
   3.918741E+00       2.062062E-01      -4.184010E+01      -1.365740E+01
   4.124990E+00       2.062062E-01      -4.360717E+01      -1.283352E+01
   4.331240E+00       2.062062E-01      -4.524780E+01      -1.196543E+01
   4.537489E+00       2.062062E-01      -4.676825E+01      -1.106548E+01
   4.743739E+00       2.062062E-01      -4.817530E+01      -1.014413E+01
   4.949988E+00       2.062062E-01      -4.947596E+01      -9.210210E+00
   5.156238E+00       2.062062E-01      -5.067725E+01      -8.271064E+00
   5.362487E+00       2.062062E-01      -5.178609E+01      -7.332764E+00
   5.568737E+00       2.062062E-01      -5.280915E+01      -6.400271E+00
   5.774986E+00       2.062062E-01      -5.375285E+01      -5.477598E+00
   5.981236E+00       2.062062E-01      -5.462321E+01      -4.567952E+00
   6.187486E+00       2.062062E-01      -5.542592E+01      -3.673847E+00
   6.393735E+00       2.062062E-01      -5.616631E+01      -2.797229E+00
   6.599985E+00       2.062062E-01      -5.684932E+01      -1.939557E+00
  -6.393735E+00       2.062062E-01       2.619886E+01       6.355119E+01
  -6.187486E+00       2.062062E-01       2.495301E+01       6.363570E+01
  -5.981236E+00       2.062062E-01       2.364230E+01       6.368677E+01
  -5.774986E+00       2.062062E-01       2.226334E+01       6.369893E+01
  -5.568737E+00       2.062062E-01       2.081275E+01       6.366597E+01
  -5.362487E+00       2.062062E-01       1.928721E+01       6.358085E+01
  -5.156238E+00       2.062062E-01       1.768348E+01       6.343560E+01
  -4.949988E+00       2.062062E-01       1.599855E+01       6.322121E+01
  -4.743739E+00       2.062062E-01       1.422973E+01       6.292757E+01
  -4.537489E+00       2.062062E-01       1.237474E+01       6.254334E+01
  -4.331240E+00       2.062062E-01       1.043187E+01       6.205584E+01
  -4.124990E+00       2.062062E-01       8.400161E+00       6.145098E+01
  -3.918741E+00       2.062062E-01       6.279553E+00       6.071319E+01
  -3.712491E+00       2.062062E-01       4.071043E+00       5.982533E+01
  -3.506242E+00       2.062062E-01       1.776796E+00       5.876862E+01
  -3.299992E+00       2.062062E-01      -5.997850E-01       5.752256E+01
  -3.093743E+00       2.062062E-01      -3.054198E+00       5.606482E+01
  -2.887493E+00       2.062062E-01      -5.581191E+00       5.437089E+01
  -2.681244E+00       2.062062E-01      -8.175614E+00       5.241328E+01
  -2.474994E+00       2.062062E-01      -1.083388E+01       5.015998E+01
  -2.268745E+00       2.062062E-01      -1.355650E+01       4.757074E+01
  -2.062495E+00       2.062062E-01      -1.635190E+01       4.458932E+01
  -1.856246E+00       2.062062E-01      -1.924110E+01       4.112631E+01
  -1.649996E+00       2.062062E-01      -2.225934E+01       3.702065E+01
  -1.443747E+00       2.062062E-01      -2.543386E+01       3.195212E+01
  -1.237497E+00       2.062062E-01      -2.864249E+01       2.525219E+01
  -1.031248E+00       2.062062E-01      -3.095818E+01       1.565970E+01
  -8.249981E-01       2.062062E-01      -2.866233E+01       2.448544E+00
  -6.187486E-01       2.062062E-01      -1.693839E+01      -7.736463E+00
  -4.124990E-01       2.062062E-01      -5.016093E+00      -6.507977E+00
  -2.062495E-01       2.062062E-01      -8.512223E-01      -2.458854E+00
   0.000000E+00       4.124124E-01      -1.993742E-01      -1.006213E+00
   2.062495E-01       4.124124E-01      -2.306774E-01      -1.125756E+00
   4.124990E-01       4.124124E-01      -3.915763E-01      -1.612484E+00
   6.187486E-01       4.124124E-01      -6.887512E-01      -2.350677E+00
   8.249981E-01       4.124124E-01      -1.128544E+00      -3.253736E+00
   1.031248E+00       4.124124E-01      -1.708969E+00      -4.257947E+00
   1.237497E+00       4.124124E-01      -2.422261E+00      -5.316420E+00
   1.443747E+00       4.124124E-01      -3.257644E+00      -6.394412E+00
   1.649996E+00       4.124124E-01      -4.203063E+00      -7.465986E+00
   1.856246E+00       4.124124E-01      -5.246138E+00      -8.511672E+00
